"PS code, 2020",California Census tracts ,"Number of people in state prison from each Census tract, 2020","Census population, 2020","Total population, 2020","Imprisonment rate per 100,000"
6037208302,"Los Angeles County, Census Tract 2083.02",18,"4,560","4,578",393
6037208401,"Los Angeles County, Census Tract 2084.01",11,"3,832","3,843",286
6037208402,"Los Angeles County, Census Tract 2084.02",13,"2,590","2,603",499
6037208501,"Los Angeles County, Census Tract 2085.01",12,"2,283","2,295",523
6037208502,"Los Angeles County, Census Tract 2085.02",13,"3,540","3,553",366
6037208610,"Los Angeles County, Census Tract 2086.1",12,"3,878","3,890",308
6037208620,"Los Angeles County, Census Tract 2086.2",12,"4,052","4,064",295
6037208710,"Los Angeles County, Census Tract 2087.1",13,"4,147","4,160",313
6037208720,"Los Angeles County, Census Tract 2087.2",21,"3,810","3,831",548
6037208801,"Los Angeles County, Census Tract 2088.01",9,"3,566","3,423",263
6037208802,"Los Angeles County, Census Tract 2088.02",20,"2,942","2,962",675
6037208902,"Los Angeles County, Census Tract 2089.02",13,"2,570","2,583",503
6037208903,"Los Angeles County, Census Tract 2089.03",14,"3,888","3,902",359
6037208904,"Los Angeles County, Census Tract 2089.04",21,"3,882","3,903",538
6037209103,"Los Angeles County, Census Tract 2091.03",14,"3,079","3,093",453
6037209104,"Los Angeles County, Census Tract 2091.04",9,"2,380","2,389",377
6037209105,"Los Angeles County, Census Tract 2091.05",9,"2,665","2,674",337
6037209106,"Los Angeles County, Census Tract 2091.06",10,"2,632","2,642",379
6037209201,"Los Angeles County, Census Tract 2092.01",3,"2,852","2,855",105
6037209202,"Los Angeles County, Census Tract 2092.02",9,"1,234","1,243",724
6037209300,"Los Angeles County, Census Tract 2093",20,"4,712","4,732",423
6037209401,"Los Angeles County, Census Tract 2094.01",10,"4,163","4,173",240
6037209402,"Los Angeles County, Census Tract 2094.02",25,"4,056","4,081",613
6037209403,"Los Angeles County, Census Tract 2094.03",17,"3,850","3,867",440
6037209510,"Los Angeles County, Census Tract 2095.1",8,"2,813","2,821",284
6037209520,"Los Angeles County, Census Tract 2095.2",9,"2,648","2,657",339
6037209810,"Los Angeles County, Census Tract 2098.1",5,"2,385","2,390",209
6037209820,"Los Angeles County, Census Tract 2098.2",18,"2,732","2,750",655
6037210010,"Los Angeles County, Census Tract 2100.1",17,"3,190","3,207",530
6037211000,"Los Angeles County, Census Tract 2110",4,"5,268","5,272",76
6037211121,"Los Angeles County, Census Tract 2111.21",6,"2,431","2,437",246
6037211122,"Los Angeles County, Census Tract 2111.22",14,"2,877","2,891",484
6037211123,"Los Angeles County, Census Tract 2111.23",2,"2,097","2,099",95
6037211124,"Los Angeles County, Census Tract 2111.24",9,"4,070","4,079",221
6037211201,"Los Angeles County, Census Tract 2112.01",15,"2,538","2,553",588
6037211202,"Los Angeles County, Census Tract 2112.02",9,"2,693","2,702",333
6037211310,"Los Angeles County, Census Tract 2113.1",17,"3,603","3,620",470
6037211320,"Los Angeles County, Census Tract 2113.2",15,"2,899","2,914",515
6037211410,"Los Angeles County, Census Tract 2114.1",11,"2,956","2,967",371
6037211420,"Los Angeles County, Census Tract 2114.2",16,"3,479","3,495",458
6037211500,"Los Angeles County, Census Tract 2115",16,"4,230","4,246",377
6037211701,"Los Angeles County, Census Tract 2117.01",4,"2,733","2,737",146
6037211703,"Los Angeles County, Census Tract 2117.03",12,"4,716","4,728",254
6037211704,"Los Angeles County, Census Tract 2117.04",4,"2,941","2,945",136
6037211802,"Los Angeles County, Census Tract 2118.02",13,"4,893","4,906",265
6037211803,"Los Angeles County, Census Tract 2118.03",9,"3,602","3,611",249
6037211804,"Los Angeles County, Census Tract 2118.04",11,"3,247","3,258",338
6037211910,"Los Angeles County, Census Tract 2119.1",10,"4,223","4,233",236
6037211921,"Los Angeles County, Census Tract 2119.21",5,"2,447","2,452",204
6037211922,"Los Angeles County, Census Tract 2119.22",13,"3,182","3,195",407
6037212101,"Los Angeles County, Census Tract 2121.01",11,"3,146","3,157",348
6037212102,"Los Angeles County, Census Tract 2121.02",4,"2,579","2,583",155
6037212202,"Los Angeles County, Census Tract 2122.02",12,"3,364","3,376",355
6037212203,"Los Angeles County, Census Tract 2122.03",12,"3,216","3,228",372
6037212204,"Los Angeles County, Census Tract 2122.04",20,"3,227","3,247",616
6037212303,"Los Angeles County, Census Tract 2123.03",16,"3,486","3,502",457
6037212304,"Los Angeles County, Census Tract 2123.04",8,"1,738","1,746",458
6037212305,"Los Angeles County, Census Tract 2123.05",15,"2,533","2,548",589
6037212306,"Los Angeles County, Census Tract 2123.06",13,"2,793","2,806",463
6037212410,"Los Angeles County, Census Tract 2124.1",9,"3,560","3,569",252
6037212420,"Los Angeles County, Census Tract 2124.2",10,"2,875","2,885",347
6037212501,"Los Angeles County, Census Tract 2125.01",5,"1,944","1,949",257
6037212502,"Los Angeles County, Census Tract 2125.02",10,"3,363","3,373",296
6037212610,"Los Angeles County, Census Tract 2126.1",10,"4,049","4,059",246
6037212620,"Los Angeles County, Census Tract 2126.2",13,"4,111","4,124",315
6037212701,"Los Angeles County, Census Tract 2127.01",10,"2,487","2,497",400
6037212702,"Los Angeles County, Census Tract 2127.02",6,"3,687","3,693",162
6037212800,"Los Angeles County, Census Tract 2128",21,"4,121","4,142",507
6037212900,"Los Angeles County, Census Tract 2129",20,"3,721","3,741",535
6037213100,"Los Angeles County, Census Tract 2131",2,"2,507","2,509",80
6037213201,"Los Angeles County, Census Tract 2132.01",17,"4,330","4,347",391
6037213202,"Los Angeles County, Census Tract 2132.02",11,"3,679","3,690",298
6037213310,"Los Angeles County, Census Tract 2133.1",9,"3,323","3,332",270
6037213320,"Los Angeles County, Census Tract 2133.2",17,"3,006","3,023",562
6037213401,"Los Angeles County, Census Tract 2134.01",16,"4,806","4,822",332
6037213402,"Los Angeles County, Census Tract 2134.02",15,"5,119","5,134",292
6037214000,"Los Angeles County, Census Tract 2140",9,"3,808","3,817",236
6037214100,"Los Angeles County, Census Tract 2141",8,"4,111","4,119",194
6037214400,"Los Angeles County, Census Tract 2144",6,"2,980","2,986",201
6037214501,"Los Angeles County, Census Tract 2145.01",5,"3,104","3,109",161
6037214503,"Los Angeles County, Census Tract 2145.03",7,"3,495","3,502",200
6037214504,"Los Angeles County, Census Tract 2145.04",2,"3,871","3,873",52
6037214505,"Los Angeles County, Census Tract 2145.05",5,"1,817","1,822",274
6037214600,"Los Angeles County, Census Tract 2146",6,"2,600","2,606",230
6037214700,"Los Angeles County, Census Tract 2147",1,"2,731","2,732",37
6037214800,"Los Angeles County, Census Tract 2148",6,"2,843","2,849",211
6037214902,"Los Angeles County, Census Tract 2149.02",3,"2,668","2,671",112
6037214903,"Los Angeles County, Census Tract 2149.03",4,"1,542","1,546",259
6037214904,"Los Angeles County, Census Tract 2149.04",4,"1,696","1,700",235
6037215101,"Los Angeles County, Census Tract 2151.01",6,"2,614","2,620",229
6037215102,"Los Angeles County, Census Tract 2151.02",3,"3,123","3,126",96
6037216100,"Los Angeles County, Census Tract 2161",7,"2,465","2,472",283
6037216201,"Los Angeles County, Census Tract 2162.01",2,"2,701","2,703",74
6037216202,"Los Angeles County, Census Tract 2162.02",16,"2,838","2,854",561
6037216301,"Los Angeles County, Census Tract 2163.01",9,"1,374","1,383",651
6037216302,"Los Angeles County, Census Tract 2163.02",6,"3,551","3,557",169
6037216401,"Los Angeles County, Census Tract 2164.01",10,"4,165","4,175",240
6037216402,"Los Angeles County, Census Tract 2164.02",3,"2,644","2,647",113
6037216700,"Los Angeles County, Census Tract 2167",12,"3,938","3,950",304
6037216800,"Los Angeles County, Census Tract 2168",10,"3,566","3,576",280
6037216901,"Los Angeles County, Census Tract 2169.01",9,"2,888","2,897",311
6037216902,"Los Angeles County, Census Tract 2169.02",13,"2,331","2,344",555
6037217001,"Los Angeles County, Census Tract 2170.01",6,"2,863","2,869",209
6037217002,"Los Angeles County, Census Tract 2170.02",10,"5,084","5,094",196
6037217101,"Los Angeles County, Census Tract 2171.01",11,"2,520","2,531",435
6037217102,"Los Angeles County, Census Tract 2171.02",14,"2,930","2,944",476
6037217200,"Los Angeles County, Census Tract 2172",20,"3,887","3,907",512
6037218110,"Los Angeles County, Census Tract 2181.1",24,"3,120","3,144",763
6037218120,"Los Angeles County, Census Tract 2181.2",28,"4,250","4,278",655
6037218210,"Los Angeles County, Census Tract 2182.1",26,"3,951","3,977",654
6037218220,"Los Angeles County, Census Tract 2182.2",27,"4,123","4,150",651
6037218300,"Los Angeles County, Census Tract 2183",33,"5,206","5,239",630
6037218400,"Los Angeles County, Census Tract 2184",22,"4,364","4,386",502
6037218500,"Los Angeles County, Census Tract 2185",12,"2,810","2,822",425
6037218600,"Los Angeles County, Census Tract 2186",28,"2,820","2,848",983
6037218701,"Los Angeles County, Census Tract 2187.01",15,"2,455","2,470",607
6037218702,"Los Angeles County, Census Tract 2187.02",18,"2,199","2,217",812
6037218800,"Los Angeles County, Census Tract 2188",16,"2,633","2,649",604
6037218900,"Los Angeles County, Census Tract 2189",39,"5,329","5,368",727
6037219010,"Los Angeles County, Census Tract 2190.1",18,"2,749","2,767",651
6037219020,"Los Angeles County, Census Tract 2190.2",27,"4,590","4,617",585
6037219300,"Los Angeles County, Census Tract 2193",26,"3,757","3,783",687
6037219500,"Los Angeles County, Census Tract 2195",8,"1,783","1,791",447
6037219700,"Los Angeles County, Census Tract 2197",26,"4,186","4,212",617
6037219800,"Los Angeles County, Census Tract 2198",20,"2,931","2,951",678
6037219901,"Los Angeles County, Census Tract 2199.01",26,"4,651","4,677",556
6037219902,"Los Angeles County, Census Tract 2199.02",26,"3,878","3,904",666
6037220000,"Los Angeles County, Census Tract 2200",43,"5,420","5,463",787
6037220100,"Los Angeles County, Census Tract 2201",11,"2,437","2,448",449
6037221110,"Los Angeles County, Census Tract 2211.1",10,"3,289","3,299",303
6037221120,"Los Angeles County, Census Tract 2211.2",21,"3,030","3,051",688
6037221210,"Los Angeles County, Census Tract 2212.1",13,"2,917","2,930",444
6037221220,"Los Angeles County, Census Tract 2212.2",12,"3,143","3,155",380
6037221302,"Los Angeles County, Census Tract 2213.02",19,"4,330","4,349",437
6037221303,"Los Angeles County, Census Tract 2213.03",14,"2,384","2,398",584
6037221304,"Los Angeles County, Census Tract 2213.04",14,"3,032","3,046",460
6037221401,"Los Angeles County, Census Tract 2214.01",24,"3,362","3,386",709
6037221402,"Los Angeles County, Census Tract 2214.02",13,"2,700","2,713",479
6037221500,"Los Angeles County, Census Tract 2215",16,"3,864","3,880",412
6037221601,"Los Angeles County, Census Tract 2216.01",19,"3,175","3,194",595
6037221602,"Los Angeles County, Census Tract 2216.02",21,"2,693","2,714",774
6037221710,"Los Angeles County, Census Tract 2217.1",12,"2,596","2,608",460
6037221810,"Los Angeles County, Census Tract 2218.1",14,"2,746","2,760",507
6037221820,"Los Angeles County, Census Tract 2218.2",11,"2,797","2,808",392
6037221900,"Los Angeles County, Census Tract 2219",12,"4,917","4,929",243
6037222001,"Los Angeles County, Census Tract 2220.01",24,"3,218","3,242",740
6037222002,"Los Angeles County, Census Tract 2220.02",44,"4,648","4,692",938
6037222100,"Los Angeles County, Census Tract 2221",27,"3,712","3,739",722
6037222200,"Los Angeles County, Census Tract 2222",22,"3,878","3,900",564
6037222500,"Los Angeles County, Census Tract 2225",34,"4,702","4,736",718
6037222600,"Los Angeles County, Census Tract 2226",34,"5,141","5,175",657
6037222700,"Los Angeles County, Census Tract 2227",11,"4,704","4,715",233
6037224010,"Los Angeles County, Census Tract 2240.1",20,"3,621","3,641",549
6037224020,"Los Angeles County, Census Tract 2240.2",23,"3,231","3,254",707
6037224200,"Los Angeles County, Census Tract 2242",6,"2,385","2,391",251
6037224310,"Los Angeles County, Census Tract 2243.1",10,"2,090","2,100",476
6037224320,"Los Angeles County, Census Tract 2243.2",20,"2,962","2,982",671
6037224410,"Los Angeles County, Census Tract 2244.1",19,"2,906","2,925",650
6037224420,"Los Angeles County, Census Tract 2244.2",13,"2,068","2,081",625
6037224600,"Los Angeles County, Census Tract 2246",24,"3,501","3,525",681
6037224701,"Los Angeles County, Census Tract 2247.01",3,"2,077","2,080",144
6037224702,"Los Angeles County, Census Tract 2247.02",8,"3,287","3,295",243
6037226001,"Los Angeles County, Census Tract 2260.01",11,"2,632","2,643",416
6037226002,"Los Angeles County, Census Tract 2260.02",40,"3,587","3,627","1,103"
6037226410,"Los Angeles County, Census Tract 2264.1",14,"3,456","3,470",403
6037226420,"Los Angeles County, Census Tract 2264.2",22,"5,026","5,048",436
6037226701,"Los Angeles County, Census Tract 2267.01",7,"2,969","2,976",235
6037226702,"Los Angeles County, Census Tract 2267.02",10,"2,884","2,894",346
6037227010,"Los Angeles County, Census Tract 2270.1",14,"4,506","4,520",310
6037227020,"Los Angeles County, Census Tract 2270.2",13,"3,508","3,521",369
6037228100,"Los Angeles County, Census Tract 2281",44,"4,796","4,840",909
6037228210,"Los Angeles County, Census Tract 2282.1",26,"3,770","3,796",685
6037228220,"Los Angeles County, Census Tract 2282.2",29,"4,458","4,487",646
6037228310,"Los Angeles County, Census Tract 2283.1",22,"4,491","4,513",487
6037228320,"Los Angeles County, Census Tract 2283.2",33,"3,023","3,056","1,080"
6037228410,"Los Angeles County, Census Tract 2284.1",19,"3,129","3,148",604
6037228420,"Los Angeles County, Census Tract 2284.2",16,"3,041","3,057",523
6037228500,"Los Angeles County, Census Tract 2285",37,"5,376","5,413",684
6037228600,"Los Angeles County, Census Tract 2286",44,"4,882","4,926",893
6037228710,"Los Angeles County, Census Tract 2287.1",27,"4,245","4,272",632
6037228720,"Los Angeles County, Census Tract 2287.2",38,"4,394","4,432",857
6037228800,"Los Angeles County, Census Tract 2288",58,"5,709","5,767","1,006"
6037228900,"Los Angeles County, Census Tract 2289",26,"3,420","3,446",755
6037229100,"Los Angeles County, Census Tract 2291",25,"4,523","4,548",550
6037229200,"Los Angeles County, Census Tract 2292",44,"4,636","4,680",940
6037229300,"Los Angeles County, Census Tract 2293",29,"5,642","5,671",511
6037229410,"Los Angeles County, Census Tract 2294.1",38,"3,471","3,509","1,083"
6037229420,"Los Angeles County, Census Tract 2294.2",42,"4,681","4,723",889
6037231100,"Los Angeles County, Census Tract 2311",25,"3,148","3,173",788
6037231210,"Los Angeles County, Census Tract 2312.1",27,"3,793","3,820",707
6037231220,"Los Angeles County, Census Tract 2312.2",22,"3,942","3,947",557
6037231301,"Los Angeles County, Census Tract 2313.01",20,"2,797","2,817",710
6037231302,"Los Angeles County, Census Tract 2313.02",22,"2,733","2,755",799
6037231400,"Los Angeles County, Census Tract 2314",35,"4,590","4,625",757
6037231500,"Los Angeles County, Census Tract 2315",30,"4,725","4,755",631
6037231601,"Los Angeles County, Census Tract 2316.01",14,"2,254","2,268",617
6037231602,"Los Angeles County, Census Tract 2316.02",18,"2,148","2,166",831
6037231603,"Los Angeles County, Census Tract 2316.03",25,"2,737","2,762",905
6037231710,"Los Angeles County, Census Tract 2317.1",32,"4,311","4,343",737
6037231720,"Los Angeles County, Census Tract 2317.2",35,"5,060","5,095",687
6037231800,"Los Angeles County, Census Tract 2318",27,"5,253","5,280",511
6037231901,"Los Angeles County, Census Tract 2319.01",18,"2,741","2,759",652
6037231902,"Los Angeles County, Census Tract 2319.02",16,"3,166","3,182",503
6037232110,"Los Angeles County, Census Tract 2321.1",28,"3,336","3,364",832
6037232120,"Los Angeles County, Census Tract 2321.2",41,"5,019","5,060",810
6037232200,"Los Angeles County, Census Tract 2322",23,"3,204","3,227",713
6037232300,"Los Angeles County, Census Tract 2323",45,"4,376","4,421","1,018"
6037232401,"Los Angeles County, Census Tract 2324.01",34,"3,702","3,736",910
6037232402,"Los Angeles County, Census Tract 2324.02",26,"3,163","3,181",817
6037232500,"Los Angeles County, Census Tract 2325",43,"5,066","5,109",842
6037232601,"Los Angeles County, Census Tract 2326.01",18,"2,052","2,070",870
6037232602,"Los Angeles County, Census Tract 2326.02",42,"4,540","4,582",917
6037232701,"Los Angeles County, Census Tract 2327.01",20,"2,228","2,248",890
6037232702,"Los Angeles County, Census Tract 2327.02",42,"3,932","3,974","1,057"
6037232800,"Los Angeles County, Census Tract 2328",33,"4,034","4,067",811
6037234001,"Los Angeles County, Census Tract 2340.01",10,"2,361","2,371",422
6037234002,"Los Angeles County, Census Tract 2340.02",29,"2,977","3,006",965
6037234200,"Los Angeles County, Census Tract 2342",7,"2,459","2,466",284
6037234301,"Los Angeles County, Census Tract 2343.01",11,"1,918","1,929",570
6037234302,"Los Angeles County, Census Tract 2343.02",16,"2,597","2,613",612
6037234501,"Los Angeles County, Census Tract 2345.01",17,"3,062","3,079",552
6037234502,"Los Angeles County, Census Tract 2345.02",27,"2,912","2,939",919
6037234600,"Los Angeles County, Census Tract 2346",53,"5,106","5,159","1,027"
6037234700,"Los Angeles County, Census Tract 2347",30,"4,209","4,134",726
6037234800,"Los Angeles County, Census Tract 2348",29,"3,561","3,590",808
6037234901,"Los Angeles County, Census Tract 2349.01",31,"3,103","3,134",989
6037234902,"Los Angeles County, Census Tract 2349.02",33,"4,238","4,271",773
6037235100,"Los Angeles County, Census Tract 2351",25,"4,690","4,715",530
6037235201,"Los Angeles County, Census Tract 2352.01",26,"2,921","2,947",882
6037235202,"Los Angeles County, Census Tract 2352.02",54,"4,765","4,819","1,121"
6037236001,"Los Angeles County, Census Tract 2360.01",22,"4,422","4,444",495
6037236101,"Los Angeles County, Census Tract 2361.01",36,"2,823","2,859","1,259"
6037236102,"Los Angeles County, Census Tract 2361.02",44,"3,141","3,185","1,381"
6037236203,"Los Angeles County, Census Tract 2362.03",32,"3,743","3,775",848
6037236204,"Los Angeles County, Census Tract 2362.04",46,"3,210","3,256","1,413"
6037236205,"Los Angeles County, Census Tract 2362.05",43,"3,403","3,446","1,248"
6037236206,"Los Angeles County, Census Tract 2362.06",17,"2,571","2,588",657
6037236400,"Los Angeles County, Census Tract 2364",23,"4,346","4,369",526
6037237101,"Los Angeles County, Census Tract 2371.01",36,"4,144","4,180",861
6037237102,"Los Angeles County, Census Tract 2371.02",35,"3,625","3,660",956
6037237201,"Los Angeles County, Census Tract 2372.01",32,"3,546","3,578",894
6037237202,"Los Angeles County, Census Tract 2372.02",35,"4,414","4,449",787
6037237300,"Los Angeles County, Census Tract 2373",49,"5,531","5,580",878
6037237401,"Los Angeles County, Census Tract 2374.01",29,"3,765","3,794",764
6037237402,"Los Angeles County, Census Tract 2374.02",30,"3,640","3,670",817
6037237500,"Los Angeles County, Census Tract 2375",26,"2,856","2,882",902
6037237600,"Los Angeles County, Census Tract 2376",43,"4,112","4,155","1,035"
6037237710,"Los Angeles County, Census Tract 2377.1",39,"3,992","4,031",968
6037237720,"Los Angeles County, Census Tract 2377.2",23,"3,470","3,493",658
6037237800,"Los Angeles County, Census Tract 2378",36,"4,335","4,371",824
6037237900,"Los Angeles County, Census Tract 2379",29,"3,726","3,755",772
6037238000,"Los Angeles County, Census Tract 2380",51,"5,969","6,020",847
6037238100,"Los Angeles County, Census Tract 2381",49,"4,683","4,732","1,036"
6037238200,"Los Angeles County, Census Tract 2382",63,"5,848","5,911","1,066"
6037238310,"Los Angeles County, Census Tract 2383.1",41,"5,087","5,128",800
6037238320,"Los Angeles County, Census Tract 2383.2",32,"3,975","4,007",799
6037238400,"Los Angeles County, Census Tract 2384",42,"4,632","4,674",899
6037239201,"Los Angeles County, Census Tract 2392.01",25,"3,819","3,844",650
6037239202,"Los Angeles County, Census Tract 2392.02",36,"5,013","5,049",713
6037239310,"Los Angeles County, Census Tract 2393.1",34,"4,031","4,065",836
6037239320,"Los Angeles County, Census Tract 2393.2",28,"3,441","3,469",807
6037239330,"Los Angeles County, Census Tract 2393.3",20,"2,979","2,999",667
6037239501,"Los Angeles County, Census Tract 2395.01",25,"3,835","3,860",648
6037239502,"Los Angeles County, Census Tract 2395.02",41,"3,697","3,738","1,097"
6037239601,"Los Angeles County, Census Tract 2396.01",31,"3,631","3,662",847
6037239602,"Los Angeles County, Census Tract 2396.02",23,"3,487","3,510",655
6037239701,"Los Angeles County, Census Tract 2397.01",35,"4,415","4,450",787
6037239702,"Los Angeles County, Census Tract 2397.02",37,"4,224","4,261",868
6037239801,"Los Angeles County, Census Tract 2398.01",47,"3,873","3,920","1,199"
6037239802,"Los Angeles County, Census Tract 2398.02",58,"5,103","5,161","1,124"
6037240010,"Los Angeles County, Census Tract 2400.1",55,"3,818","3,873","1,420"
6037240020,"Los Angeles County, Census Tract 2400.2",57,"5,294","5,351","1,065"
6037240200,"Los Angeles County, Census Tract 2402",45,"5,910","5,955",756
6037240301,"Los Angeles County, Census Tract 2403.01",39,"2,831","2,870","1,359"
6037240302,"Los Angeles County, Census Tract 2403.02",25,"3,114","3,139",796
6037240401,"Los Angeles County, Census Tract 2404.01",47,"5,493","5,540",848
6037240402,"Los Angeles County, Census Tract 2404.02",32,"3,856","3,888",823
6037240500,"Los Angeles County, Census Tract 2405",66,"6,505","6,571","1,004"
6037240600,"Los Angeles County, Census Tract 2406",51,"5,457","5,508",926
6037240700,"Los Angeles County, Census Tract 2407",64,"6,573","6,637",964
6037240800,"Los Angeles County, Census Tract 2408",59,"4,438","4,497","1,312"
6037240901,"Los Angeles County, Census Tract 2409.01",37,"2,697","2,734","1,353"
6037240902,"Los Angeles County, Census Tract 2409.02",25,"3,304","3,329",751
6037241001,"Los Angeles County, Census Tract 2410.01",41,"4,525","4,566",898
6037241002,"Los Angeles County, Census Tract 2410.02",50,"3,941","3,991","1,253"
6037241110,"Los Angeles County, Census Tract 2411.1",24,"3,295","3,319",723
6037241120,"Los Angeles County, Census Tract 2411.2",54,"4,902","4,956","1,090"
6037241201,"Los Angeles County, Census Tract 2412.01",28,"3,105","3,133",894
6037241202,"Los Angeles County, Census Tract 2412.02",61,"5,148","5,209","1,171"
6037241300,"Los Angeles County, Census Tract 2413",12,"2,262","2,274",528
6037241400,"Los Angeles County, Census Tract 2414",47,"3,612","3,659","1,285"
6037242000,"Los Angeles County, Census Tract 2420",58,"4,459","4,517","1,284"
6037242100,"Los Angeles County, Census Tract 2421",39,"2,497","2,536","1,538"
6037242201,"Los Angeles County, Census Tract 2422.01",36,"3,696","3,732",965
6037242202,"Los Angeles County, Census Tract 2422.02",43,"3,387","3,430","1,254"
6037242300,"Los Angeles County, Census Tract 2423",42,"4,958","5,000",840
6037242600,"Los Angeles County, Census Tract 2426",58,"4,794","4,852","1,195"
6037242700,"Los Angeles County, Census Tract 2427",62,"5,932","5,994","1,034"
6037243001,"Los Angeles County, Census Tract 2430.01",34,"3,304","3,338","1,019"
6037243002,"Los Angeles County, Census Tract 2430.02",39,"3,527","3,566","1,094"
6037243100,"Los Angeles County, Census Tract 2431",69,"5,692","5,761","1,198"
6037261102,"Los Angeles County, Census Tract 2611.02",15,"4,072","4,087",367
6037261103,"Los Angeles County, Census Tract 2611.03",6,"1,880","1,886",318
6037261104,"Los Angeles County, Census Tract 2611.04",5,"1,638","1,643",304
6037261200,"Los Angeles County, Census Tract 2612",10,"4,329","4,339",230
6037262100,"Los Angeles County, Census Tract 2621",1,"3,195","3,196",31
6037262200,"Los Angeles County, Census Tract 2622",9,"4,553","4,562",197
6037262301,"Los Angeles County, Census Tract 2623.01",4,"2,778","2,782",144
6037262302,"Los Angeles County, Census Tract 2623.02",7,"2,870","2,877",243
6037262303,"Los Angeles County, Census Tract 2623.03",2,"3,157","3,159",63
6037262400,"Los Angeles County, Census Tract 2624",7,"3,242","3,249",215
6037262501,"Los Angeles County, Census Tract 2625.01",2,"3,741","3,743",53
6037262601,"Los Angeles County, Census Tract 2626.01",10,"3,783","3,793",264
6037262604,"Los Angeles County, Census Tract 2626.04",7,"6,116","6,123",114
6037262704,"Los Angeles County, Census Tract 2627.04",8,"3,651","3,659",219
6037262706,"Los Angeles County, Census Tract 2627.06",8,"3,537","3,545",226
6037262802,"Los Angeles County, Census Tract 2628.02",9,"3,907","3,916",230
6037264000,"Los Angeles County, Census Tract 2640",9,"3,284","3,293",273
6037264102,"Los Angeles County, Census Tract 2641.02",3,"3,064","3,067",98
6037264103,"Los Angeles County, Census Tract 2641.03",6,"2,605","2,611",230
6037264303,"Los Angeles County, Census Tract 2643.03",1,"2,733","2,734",37
6037264304,"Los Angeles County, Census Tract 2643.04",3,"2,616","2,619",115
6037264305,"Los Angeles County, Census Tract 2643.05",4,"3,712","3,716",108
6037264306,"Los Angeles County, Census Tract 2643.06",4,"2,228","2,232",179
6037265100,"Los Angeles County, Census Tract 2651",8,"2,835","2,843",281
6037265201,"Los Angeles County, Census Tract 2652.01",3,"2,108","2,111",142
6037265203,"Los Angeles County, Census Tract 2652.03",2,"2,228","2,230",90
6037265204,"Los Angeles County, Census Tract 2652.04",0,"1,182","1,182",0
6037265301,"Los Angeles County, Census Tract 2653.01",16,"13,527","13,543",118
6037265303,"Los Angeles County, Census Tract 2653.03",6,"4,012","4,018",149
6037265304,"Los Angeles County, Census Tract 2653.04",5,"3,855","3,860",130
6037265306,"Los Angeles County, Census Tract 2653.06",5,"2,081","2,086",240
6037265307,"Los Angeles County, Census Tract 2653.07",6,"3,190","3,196",188
6037265410,"Los Angeles County, Census Tract 2654.1",2,"1,592","1,594",125
6037265420,"Los Angeles County, Census Tract 2654.2",6,"1,887","1,893",317
6037265521,"Los Angeles County, Census Tract 2655.21",3,"1,948","1,951",154
6037265522,"Los Angeles County, Census Tract 2655.22",6,"2,090","2,096",286
6037265523,"Los Angeles County, Census Tract 2655.23",3,"1,884","1,887",159
6037265524,"Los Angeles County, Census Tract 2655.24",3,"2,751","2,754",109
6037265601,"Los Angeles County, Census Tract 2656.01",7,"3,140","3,147",222
6037265602,"Los Angeles County, Census Tract 2656.02",7,"3,318","3,325",211
6037265701,"Los Angeles County, Census Tract 2657.01",1,"2,047","2,048",49
6037265702,"Los Angeles County, Census Tract 2657.02",1,"2,879","2,880",35
6037267101,"Los Angeles County, Census Tract 2671.01",1,"3,142","3,143",32
6037267102,"Los Angeles County, Census Tract 2671.02",7,"3,163","3,170",221
6037267201,"Los Angeles County, Census Tract 2672.01",5,"2,865","2,870",174
6037267202,"Los Angeles County, Census Tract 2672.02",5,"3,470","3,475",144
6037267300,"Los Angeles County, Census Tract 2673",8,"4,408","4,416",181
6037267403,"Los Angeles County, Census Tract 2674.03",5,"3,093","3,098",161
6037267404,"Los Angeles County, Census Tract 2674.04",7,"3,403","3,410",205
6037267405,"Los Angeles County, Census Tract 2674.05",10,"2,838","2,848",351
6037267406,"Los Angeles County, Census Tract 2674.06",8,"2,180","2,188",366
6037267502,"Los Angeles County, Census Tract 2675.02",8,"3,217","3,225",248
6037267503,"Los Angeles County, Census Tract 2675.03",5,"2,112","2,117",236
6037267504,"Los Angeles County, Census Tract 2675.04",9,"3,482","3,491",258
6037267600,"Los Angeles County, Census Tract 2676",6,"2,709","2,715",221
6037267700,"Los Angeles County, Census Tract 2677",4,"3,834","3,838",104
6037267800,"Los Angeles County, Census Tract 2678",10,"3,034","3,044",329
6037267901,"Los Angeles County, Census Tract 2679.01",3,"3,293","3,296",91
6037267902,"Los Angeles County, Census Tract 2679.02",5,"4,002","4,007",125
6037269000,"Los Angeles County, Census Tract 2690",10,"5,492","5,502",182
6037269100,"Los Angeles County, Census Tract 2691",4,"4,752","4,756",84
6037269300,"Los Angeles County, Census Tract 2693",4,"4,096","4,100",98
6037269500,"Los Angeles County, Census Tract 2695",8,"4,262","4,270",187
6037269601,"Los Angeles County, Census Tract 2696.01",18,"3,122","3,140",573
6037269602,"Los Angeles County, Census Tract 2696.02",13,"2,964","2,977",437
6037269700,"Los Angeles County, Census Tract 2697",15,"4,025","4,040",371
6037269800,"Los Angeles County, Census Tract 2698",12,"3,386","3,398",353
