"PS code, 2020",California Census tracts ,"Number of people in state prison from each Census tract, 2020","Census population, 2020","Total population, 2020","Imprisonment rate per 100,000"
6037552900,"Los Angeles County, Census Tract 5529",28,"7,018","7,046",397
6037553000,"Los Angeles County, Census Tract 5530",18,"4,866","4,884",369
6037553100,"Los Angeles County, Census Tract 5531",17,"6,536","6,553",259
6037553201,"Los Angeles County, Census Tract 5532.01",17,"3,756","3,773",451
6037553202,"Los Angeles County, Census Tract 5532.02",10,"3,620","3,630",275
6037553300,"Los Angeles County, Census Tract 5533",12,"3,530","3,542",339
6037553400,"Los Angeles County, Census Tract 5534",20,"3,926","3,946",507
6037553502,"Los Angeles County, Census Tract 5535.02",13,"4,147","4,160",313
6037553503,"Los Angeles County, Census Tract 5535.03",12,"2,730","2,742",438
6037553504,"Los Angeles County, Census Tract 5535.04",31,"5,320","5,351",579
6037553601,"Los Angeles County, Census Tract 5536.01",31,"4,839","4,870",637
6037553602,"Los Angeles County, Census Tract 5536.02",27,"4,922","4,949",546
6037553701,"Los Angeles County, Census Tract 5537.01",24,"3,861","3,885",618
6037553702,"Los Angeles County, Census Tract 5537.02",25,"4,606","4,631",540
6037553801,"Los Angeles County, Census Tract 5538.01",30,"4,021","4,051",741
6037553802,"Los Angeles County, Census Tract 5538.02",26,"6,601","6,627",392
6037553901,"Los Angeles County, Census Tract 5539.01",27,"6,709","6,736",401
6037553902,"Los Angeles County, Census Tract 5539.02",24,"5,977","6,001",400
6037554001,"Los Angeles County, Census Tract 5540.01",14,"4,426","4,440",315
6037554002,"Los Angeles County, Census Tract 5540.02",32,"6,135","6,167",519
6037554101,"Los Angeles County, Census Tract 5541.01",18,"3,778","3,796",474
6037554105,"Los Angeles County, Census Tract 5541.05",17,"4,509","4,526",376
6037554106,"Los Angeles County, Census Tract 5541.06",26,"4,368","4,394",592
6037554201,"Los Angeles County, Census Tract 5542.01",15,"4,096","4,111",365
6037554203,"Los Angeles County, Census Tract 5542.03",14,"3,635","3,649",384
6037554204,"Los Angeles County, Census Tract 5542.04",21,"4,600","4,621",454
6037554301,"Los Angeles County, Census Tract 5543.01",25,"3,499","3,524",709
6037554302,"Los Angeles County, Census Tract 5543.02",26,"4,072","4,098",634
6037554403,"Los Angeles County, Census Tract 5544.03",39,"5,602","5,641",691
6037554404,"Los Angeles County, Census Tract 5544.04",25,"4,509","4,534",551
6037554405,"Los Angeles County, Census Tract 5544.05",24,"3,328","3,352",716
6037554406,"Los Angeles County, Census Tract 5544.06",18,"5,191","5,209",346
6037554511,"Los Angeles County, Census Tract 5545.11",8,"4,013","4,021",199
6037554512,"Los Angeles County, Census Tract 5545.12",18,"6,583","6,601",273
6037554513,"Los Angeles County, Census Tract 5545.13",6,"2,540","2,546",236
6037554514,"Los Angeles County, Census Tract 5545.14",10,"4,496","4,506",222
6037554515,"Los Angeles County, Census Tract 5545.15",7,"3,641","3,648",192
6037554516,"Los Angeles County, Census Tract 5545.16",12,"3,821","3,833",313
6037554517,"Los Angeles County, Census Tract 5545.17",11,"4,737","4,748",232
6037554518,"Los Angeles County, Census Tract 5545.18",19,"5,365","5,384",353
6037554519,"Los Angeles County, Census Tract 5545.19",5,"3,489","3,494",143
6037554521,"Los Angeles County, Census Tract 5545.21",16,"5,987","6,003",267
6037554522,"Los Angeles County, Census Tract 5545.22",7,"4,906","4,913",142
6037554600,"Los Angeles County, Census Tract 5546",12,"4,311","4,323",278
6037554700,"Los Angeles County, Census Tract 5547",18,"4,503","4,521",398
6037554801,"Los Angeles County, Census Tract 5548.01",17,"3,281","3,298",515
6037554802,"Los Angeles County, Census Tract 5548.02",14,"6,045","6,059",231
6037554900,"Los Angeles County, Census Tract 5549",20,"7,069","7,089",282
6037555001,"Los Angeles County, Census Tract 5550.01",22,"5,579","5,601",393
6037555002,"Los Angeles County, Census Tract 5550.02",16,"3,563","3,579",447
6037555105,"Los Angeles County, Census Tract 5551.05",23,"6,245","6,268",367
6037555106,"Los Angeles County, Census Tract 5551.06",16,"3,696","3,712",431
6037555107,"Los Angeles County, Census Tract 5551.07",19,"5,729","5,748",331
6037555202,"Los Angeles County, Census Tract 5552.02",5,"3,551","3,556",141
6037555211,"Los Angeles County, Census Tract 5552.11",38,"5,773","5,811",654
6037555212,"Los Angeles County, Census Tract 5552.12",28,"4,680","4,708",595
6037555300,"Los Angeles County, Census Tract 5553",21,"3,980","4,001",525
6037570001,"Los Angeles County, Census Tract 5700.01",9,"4,430","4,439",203
6037570002,"Los Angeles County, Census Tract 5700.02",6,"2,883","2,889",208
6037570003,"Los Angeles County, Census Tract 5700.03",8,"4,617","4,625",173
6037570100,"Los Angeles County, Census Tract 5701",19,"2,950","2,969",640
6037570202,"Los Angeles County, Census Tract 5702.02",42,"6,122","6,164",681
6037570203,"Los Angeles County, Census Tract 5702.03",32,"4,051","4,083",784
6037570204,"Los Angeles County, Census Tract 5702.04",29,"4,133","4,162",697
6037570303,"Los Angeles County, Census Tract 5703.03",24,"3,925","3,949",608
6037570304,"Los Angeles County, Census Tract 5703.04",37,"5,007","5,044",734
6037570305,"Los Angeles County, Census Tract 5703.05",25,"5,291","5,316",470
6037570306,"Los Angeles County, Census Tract 5703.06",33,"3,010","3,043","1,084"
6037570402,"Los Angeles County, Census Tract 5704.02",25,"3,391","3,416",732
6037570403,"Los Angeles County, Census Tract 5704.03",33,"4,556","4,589",719
6037570404,"Los Angeles County, Census Tract 5704.04",31,"3,509","3,540",876
6037570502,"Los Angeles County, Census Tract 5705.02",51,"6,558","6,609",772
6037570503,"Los Angeles County, Census Tract 5705.03",29,"3,789","3,818",760
6037570504,"Los Angeles County, Census Tract 5705.04",18,"3,903","3,921",459
6037570601,"Los Angeles County, Census Tract 5706.01",45,"5,235","5,280",852
6037570602,"Los Angeles County, Census Tract 5706.02",52,"6,557","6,609",787
6037570603,"Los Angeles County, Census Tract 5706.03",38,"5,391","5,429",700
6037570701,"Los Angeles County, Census Tract 5707.01",14,"6,993","7,007",200
6037570703,"Los Angeles County, Census Tract 5707.03",6,"3,473","3,479",172
6037570800,"Los Angeles County, Census Tract 5708",11,"5,661","5,672",194
6037570901,"Los Angeles County, Census Tract 5709.01",13,"5,747","5,760",226
6037570902,"Los Angeles County, Census Tract 5709.02",10,"3,653","3,663",273
6037571000,"Los Angeles County, Census Tract 5710",13,"5,792","5,805",224
6037571101,"Los Angeles County, Census Tract 5711.01",12,"4,654","4,666",257
6037571102,"Los Angeles County, Census Tract 5711.02",11,"4,006","4,017",274
6037571201,"Los Angeles County, Census Tract 5712.01",5,"3,775","3,780",132
6037571202,"Los Angeles County, Census Tract 5712.02",9,"4,459","4,468",201
6037571300,"Los Angeles County, Census Tract 5713",10,"4,638","4,648",215
6037571400,"Los Angeles County, Census Tract 5714",12,"4,950","4,962",242
6037571502,"Los Angeles County, Census Tract 5715.02",34,"5,067","5,101",667
6037571504,"Los Angeles County, Census Tract 5715.04",27,"4,935","4,962",544
6037571505,"Los Angeles County, Census Tract 5715.05",15,"2,969","2,984",503
6037571600,"Los Angeles County, Census Tract 5716",17,"2,180","2,197",774
6037571701,"Los Angeles County, Census Tract 5717.01",28,"6,495","6,523",429
6037571703,"Los Angeles County, Census Tract 5717.03",22,"3,505","3,527",624
6037571704,"Los Angeles County, Census Tract 5717.04",26,"3,947","3,973",654
6037571800,"Los Angeles County, Census Tract 5718",17,"3,229","3,246",524
6037571900,"Los Angeles County, Census Tract 5719",23,"5,769","5,792",397
6037572001,"Los Angeles County, Census Tract 5720.01",21,"5,434","5,455",385
6037572201,"Los Angeles County, Census Tract 5722.01",43,"6,141","6,184",695
6037572202,"Los Angeles County, Census Tract 5722.02",20,"3,848","3,868",517
6037572301,"Los Angeles County, Census Tract 5723.01",23,"3,840","3,863",595
6037572500,"Los Angeles County, Census Tract 5725",20,"4,244","4,264",469
6037572600,"Los Angeles County, Census Tract 5726",38,"5,276","5,314",715
6037572700,"Los Angeles County, Census Tract 5727",27,"5,405","5,432",497
6037573002,"Los Angeles County, Census Tract 5730.02",30,"3,484","3,514",854
6037573003,"Los Angeles County, Census Tract 5730.03",8,"1,790","1,798",445
6037573004,"Los Angeles County, Census Tract 5730.04",36,"4,670","4,706",765
6037573101,"Los Angeles County, Census Tract 5731.01",31,"4,220","4,251",729
6037573102,"Los Angeles County, Census Tract 5731.02",13,"3,245","3,258",399
6037573201,"Los Angeles County, Census Tract 5732.01",17,"4,606","4,623",368
6037573202,"Los Angeles County, Census Tract 5732.02",48,"6,250","6,298",762
6037573300,"Los Angeles County, Census Tract 5733",39,"4,068","4,107",950
6037573401,"Los Angeles County, Census Tract 5734.01",15,"1,575","1,590",943
6037573402,"Los Angeles County, Census Tract 5734.02",36,"6,827","6,863",525
6037573403,"Los Angeles County, Census Tract 5734.03",12,"3,446","3,458",347
6037573601,"Los Angeles County, Census Tract 5736.01",15,"6,441","6,456",232
6037573700,"Los Angeles County, Census Tract 5737",13,"4,790","4,803",271
6037573800,"Los Angeles County, Census Tract 5738",11,"4,371","4,382",251
6037573902,"Los Angeles County, Census Tract 5739.02",4,"2,263","2,267",176
6037574000,"Los Angeles County, Census Tract 5740",16,"5,322","5,338",300
6037574100,"Los Angeles County, Census Tract 5741",7,"5,251","5,258",133
6037574201,"Los Angeles County, Census Tract 5742.01",14,"3,287","3,301",424
6037574202,"Los Angeles County, Census Tract 5742.02",6,"2,206","2,212",271
6037574300,"Los Angeles County, Census Tract 5743",14,"6,044","6,058",231
6037574400,"Los Angeles County, Census Tract 5744",11,"5,420","5,431",203
6037574500,"Los Angeles County, Census Tract 5745",16,"6,533","6,549",244
6037574602,"Los Angeles County, Census Tract 5746.02",2,"1,243","1,245",161
6037574800,"Los Angeles County, Census Tract 5748",6,"3,165","3,171",189
6037574901,"Los Angeles County, Census Tract 5749.01",7,"3,829","3,836",182
6037574902,"Los Angeles County, Census Tract 5749.02",11,"5,192","5,203",211
6037575001,"Los Angeles County, Census Tract 5750.01",16,"4,144","4,160",385
6037575002,"Los Angeles County, Census Tract 5750.02",12,"4,760","4,772",251
6037575101,"Los Angeles County, Census Tract 5751.01",35,"4,568","4,603",760
6037575102,"Los Angeles County, Census Tract 5751.02",23,"4,064","4,087",563
6037575103,"Los Angeles County, Census Tract 5751.03",38,"5,088","5,126",741
6037575201,"Los Angeles County, Census Tract 5752.01",29,"4,664","4,693",618
6037575202,"Los Angeles County, Census Tract 5752.02",20,"4,278","4,298",465
6037575300,"Los Angeles County, Census Tract 5753",28,"4,545","4,573",612
6037575401,"Los Angeles County, Census Tract 5754.01",37,"4,530","4,567",810
6037575402,"Los Angeles County, Census Tract 5754.02",16,"3,454","3,470",461
6037575801,"Los Angeles County, Census Tract 5758.01",16,"1,961","1,977",809
6037575802,"Los Angeles County, Census Tract 5758.02",31,"4,544","4,575",678
6037575803,"Los Angeles County, Census Tract 5758.03",13,"2,684","2,697",482
6037575901,"Los Angeles County, Census Tract 5759.01",22,"3,278","3,300",667
6037575902,"Los Angeles County, Census Tract 5759.02",23,"5,622","5,645",407
6037576001,"Los Angeles County, Census Tract 5760.01",13,"5,921","5,934",219
6037576200,"Los Angeles County, Census Tract 5762",47,"7,148","7,195",653
6037576301,"Los Angeles County, Census Tract 5763.01",22,"4,564","4,586",480
6037576302,"Los Angeles County, Census Tract 5763.02",46,"3,901","3,947","1,165"
6037576401,"Los Angeles County, Census Tract 5764.01",40,"4,060","4,100",976
6037576402,"Los Angeles County, Census Tract 5764.02",37,"4,705","4,742",780
6037576403,"Los Angeles County, Census Tract 5764.03",27,"4,830","4,857",556
6037576501,"Los Angeles County, Census Tract 5765.01",21,"3,094","3,115",674
6037576502,"Los Angeles County, Census Tract 5765.02",12,"4,190","4,202",286
6037576503,"Los Angeles County, Census Tract 5765.03",17,"4,093","4,110",414
6037576601,"Los Angeles County, Census Tract 5766.01",16,"4,770","4,786",334
6037576602,"Los Angeles County, Census Tract 5766.02",14,"4,403","4,417",317
6037576700,"Los Angeles County, Census Tract 5767",14,"4,153","4,167",336
6037576801,"Los Angeles County, Census Tract 5768.01",15,"4,286","4,301",349
6037576802,"Los Angeles County, Census Tract 5768.02",15,"3,989","4,004",375
6037576901,"Los Angeles County, Census Tract 5769.01",29,"5,366","5,395",538
6037576903,"Los Angeles County, Census Tract 5769.03",28,"3,814","3,842",729
6037576904,"Los Angeles County, Census Tract 5769.04",22,"3,239","3,261",675
6037577000,"Los Angeles County, Census Tract 5770",28,"7,264","7,292",384
6037577100,"Los Angeles County, Census Tract 5771",25,"7,051","7,076",353
6037577200,"Los Angeles County, Census Tract 5772",17,"5,750","5,767",295
6037577300,"Los Angeles County, Census Tract 5773",13,"5,535","5,548",234
6037577400,"Los Angeles County, Census Tract 5774",13,"3,173","3,186",408
6037577501,"Los Angeles County, Census Tract 5775.01",9,"3,440","3,449",261
6037577504,"Los Angeles County, Census Tract 5775.04",8,"1,393","1,401",571
6037577602,"Los Angeles County, Census Tract 5776.02",5,"3,370","3,375",148
6037577604,"Los Angeles County, Census Tract 5776.04",3,"1,300","1,303",230
6037577605,"Los Angeles County, Census Tract 5776.05",12,"4,799","4,811",249
6037577606,"Los Angeles County, Census Tract 5776.06",8,"3,547","3,555",225
6037577700,"Los Angeles County, Census Tract 5777",29,"4,672","4,701",617
6037577800,"Los Angeles County, Census Tract 5778",18,"5,085","5,103",353
6037577900,"Los Angeles County, Census Tract 5779",22,"5,481","5,503",400
6037578000,"Los Angeles County, Census Tract 5780",32,"7,189","6,984",458
6037578100,"Los Angeles County, Census Tract 5781",3,"2,094","2,097",143
6037599000,"Los Angeles County, Census Tract 5990",10,"3,322","3,329",300
6037599100,"Los Angeles County, Census Tract 5991",0,553,553,0
6037600100,"Los Angeles County, Census Tract 6001",69,"7,098","7,167",963
6037600201,"Los Angeles County, Census Tract 6002.01",59,"4,690","4,749","1,242"
6037600202,"Los Angeles County, Census Tract 6002.02",80,"7,071","7,151","1,119"
6037600302,"Los Angeles County, Census Tract 6003.02",29,"3,472","3,501",828
6037600303,"Los Angeles County, Census Tract 6003.03",45,"3,813","3,858","1,166"
6037600304,"Los Angeles County, Census Tract 6003.04",38,"3,781","3,819",995
6037600400,"Los Angeles County, Census Tract 6004",41,"3,988","4,029","1,018"
6037600501,"Los Angeles County, Census Tract 6005.01",9,"2,632","2,641",341
6037600601,"Los Angeles County, Census Tract 6006.01",14,"2,571","2,585",542
6037600602,"Los Angeles County, Census Tract 6006.02",20,"2,370","2,390",837
6037600702,"Los Angeles County, Census Tract 6007.02",22,"4,182","4,204",523
6037600703,"Los Angeles County, Census Tract 6007.03",5,"2,326","2,331",215
6037600704,"Los Angeles County, Census Tract 6007.04",23,"3,010","3,033",758
6037600801,"Los Angeles County, Census Tract 6008.01",22,"3,206","3,228",682
6037600802,"Los Angeles County, Census Tract 6008.02",17,"2,643","2,660",639
6037600902,"Los Angeles County, Census Tract 6009.02",47,"6,798","6,845",687
6037600911,"Los Angeles County, Census Tract 6009.11",18,"3,282","3,300",545
6037600912,"Los Angeles County, Census Tract 6009.12",40,"5,174","5,214",767
6037601001,"Los Angeles County, Census Tract 6010.01",20,"2,274","2,294",872
6037601002,"Los Angeles County, Census Tract 6010.02",32,"5,457","5,489",583
6037601100,"Los Angeles County, Census Tract 6011",32,"6,159","6,191",517
6037601202,"Los Angeles County, Census Tract 6012.02",34,"3,832","3,866",879
6037601211,"Los Angeles County, Census Tract 6012.11",14,"2,833","2,847",492
6037601212,"Los Angeles County, Census Tract 6012.12",27,"6,319","6,346",425
6037601301,"Los Angeles County, Census Tract 6013.01",8,"1,958","1,966",407
6037601302,"Los Angeles County, Census Tract 6013.02",39,"6,785","6,824",572
6037601303,"Los Angeles County, Census Tract 6013.03",31,"4,959","4,990",621
6037601401,"Los Angeles County, Census Tract 6014.01",24,"5,012","5,036",477
6037601402,"Los Angeles County, Census Tract 6014.02",32,"4,782","4,814",665
6037601501,"Los Angeles County, Census Tract 6015.01",21,"3,500","3,521",596
6037601502,"Los Angeles County, Census Tract 6015.02",23,"3,374","3,397",677
6037601600,"Los Angeles County, Census Tract 6016",21,"4,164","4,185",502
6037601700,"Los Angeles County, Census Tract 6017",30,"4,931","4,961",605
6037601801,"Los Angeles County, Census Tract 6018.01",9,"3,462","3,471",259
6037601802,"Los Angeles County, Census Tract 6018.02",11,"3,896","3,907",282
6037601900,"Los Angeles County, Census Tract 6019",30,"5,091","5,121",586
6037602002,"Los Angeles County, Census Tract 6020.02",11,"3,007","3,018",364
6037602003,"Los Angeles County, Census Tract 6020.03",36,"4,759","4,795",751
6037602103,"Los Angeles County, Census Tract 6021.03",25,"6,931","6,956",359
6037602104,"Los Angeles County, Census Tract 6021.04",24,"5,541","5,565",431
6037602105,"Los Angeles County, Census Tract 6021.05",21,"4,302","4,323",486
6037602106,"Los Angeles County, Census Tract 6021.06",28,"5,693","5,721",489
6037602201,"Los Angeles County, Census Tract 6022.01",12,"4,552","4,564",263
6037602202,"Los Angeles County, Census Tract 6022.02",13,"3,112","3,125",416
6037602301,"Los Angeles County, Census Tract 6023.01",22,"6,188","6,210",354
6037602302,"Los Angeles County, Census Tract 6023.02",9,"5,300","5,309",170
6037602402,"Los Angeles County, Census Tract 6024.02",27,"6,812","6,839",395
6037602403,"Los Angeles County, Census Tract 6024.03",21,"5,172","5,193",404
6037602404,"Los Angeles County, Census Tract 6024.04",22,"5,848","5,870",375
6037602504,"Los Angeles County, Census Tract 6025.04",30,"4,670","4,700",638
6037602505,"Los Angeles County, Census Tract 6025.05",32,"4,427","4,459",718
6037602506,"Los Angeles County, Census Tract 6025.06",30,"4,429","4,459",673
6037602507,"Los Angeles County, Census Tract 6025.07",27,"5,321","5,348",505
6037602510,"Los Angeles County, Census Tract 6025.1",13,"3,510","3,523",369
6037602511,"Los Angeles County, Census Tract 6025.11",32,"3,602","3,634",881
6037602512,"Los Angeles County, Census Tract 6025.12",8,"2,442","2,450",327
6037602513,"Los Angeles County, Census Tract 6025.13",12,"1,590","1,602",749
6037602601,"Los Angeles County, Census Tract 6026.01",31,"4,784","4,815",644
6037602602,"Los Angeles County, Census Tract 6026.02",28,"3,339","3,367",832
6037602700,"Los Angeles County, Census Tract 6027",24,"3,674","3,698",649
6037602801,"Los Angeles County, Census Tract 6028.01",41,"4,391","4,432",925
6037602802,"Los Angeles County, Census Tract 6028.02",38,"4,365","4,403",863
6037602900,"Los Angeles County, Census Tract 6029",29,"4,293","4,322",671
6037603004,"Los Angeles County, Census Tract 6030.04",9,"1,846","1,855",485
6037603005,"Los Angeles County, Census Tract 6030.05",33,"5,628","5,661",583
6037603006,"Los Angeles County, Census Tract 6030.06",11,"2,272","2,283",482
6037603007,"Los Angeles County, Census Tract 6030.07",27,"4,080","4,107",657
6037603008,"Los Angeles County, Census Tract 6030.08",18,"3,186","3,204",562
6037603101,"Los Angeles County, Census Tract 6031.01",17,"4,448","4,465",381
6037603102,"Los Angeles County, Census Tract 6031.02",12,"4,034","4,046",297
6037603200,"Los Angeles County, Census Tract 6032",4,"3,199","3,203",125
6037603301,"Los Angeles County, Census Tract 6033.01",6,"3,914","3,920",153
6037603302,"Los Angeles County, Census Tract 6033.02",13,"4,454","4,467",291
6037603400,"Los Angeles County, Census Tract 6034",14,"4,504","4,518",310
6037603500,"Los Angeles County, Census Tract 6035",7,"3,083","3,090",227
6037603600,"Los Angeles County, Census Tract 6036",10,"3,963","3,973",252
6037603702,"Los Angeles County, Census Tract 6037.02",10,"4,993","5,003",200
6037603703,"Los Angeles County, Census Tract 6037.03",11,"2,572","2,583",426
6037603705,"Los Angeles County, Census Tract 6037.05",10,"2,589","2,599",385
6037603706,"Los Angeles County, Census Tract 6037.06",18,"3,624","3,642",494
6037603801,"Los Angeles County, Census Tract 6038.01",21,"4,630","4,651",452
6037603802,"Los Angeles County, Census Tract 6038.02",15,"3,937","3,952",380
6037603901,"Los Angeles County, Census Tract 6039.01",14,"4,013","4,027",348
6037603902,"Los Angeles County, Census Tract 6039.02",15,"3,288","3,303",454
6037604001,"Los Angeles County, Census Tract 6040.01",15,"4,241","4,256",352
6037604002,"Los Angeles County, Census Tract 6040.02",16,"4,863","4,879",328
6037604101,"Los Angeles County, Census Tract 6041.01",17,"3,973","3,990",426
6037604102,"Los Angeles County, Census Tract 6041.02",10,"2,862","2,872",348
6037604200,"Los Angeles County, Census Tract 6042",21,"6,255","6,276",335
6037609900,"Los Angeles County, Census Tract 6099",15,"1,804","1,819",825
6037620001,"Los Angeles County, Census Tract 6200.01",28,"4,029","4,057",690
6037620002,"Los Angeles County, Census Tract 6200.02",13,"3,629","3,642",357
6037620101,"Los Angeles County, Census Tract 6201.01",21,"5,667","5,688",369
6037620102,"Los Angeles County, Census Tract 6201.02",12,"3,885","3,897",308
6037620201,"Los Angeles County, Census Tract 6202.01",7,"1,550","1,557",450
6037620301,"Los Angeles County, Census Tract 6203.01",21,"4,753","4,774",440
6037620303,"Los Angeles County, Census Tract 6203.03",33,"4,704","4,737",697
6037620305,"Los Angeles County, Census Tract 6203.05",20,"6,114","6,134",326
6037620400,"Los Angeles County, Census Tract 6204",37,"5,360","5,397",686
6037620501,"Los Angeles County, Census Tract 6205.01",6,"5,786","5,792",104
6037620521,"Los Angeles County, Census Tract 6205.21",11,"4,313","4,324",254
6037620522,"Los Angeles County, Census Tract 6205.22",11,"5,068","5,079",217
6037620601,"Los Angeles County, Census Tract 6206.01",10,"5,869","5,879",170
6037620602,"Los Angeles County, Census Tract 6206.02",12,"5,454","5,466",220
6037620701,"Los Angeles County, Census Tract 6207.01",13,"6,991","7,004",186
6037620703,"Los Angeles County, Census Tract 6207.03",5,"3,666","3,671",136
6037620704,"Los Angeles County, Census Tract 6207.04",8,"3,727","3,735",214
6037620801,"Los Angeles County, Census Tract 6208.01",14,"4,372","4,386",319
6037620802,"Los Angeles County, Census Tract 6208.02",7,"3,185","3,192",219
6037620901,"Los Angeles County, Census Tract 6209.01",12,"2,639","2,651",453
6037620904,"Los Angeles County, Census Tract 6209.04",12,"2,829","2,841",422
6037621001,"Los Angeles County, Census Tract 6210.01",13,"4,346","4,359",298
6037621005,"Los Angeles County, Census Tract 6210.05",20,"5,547","5,567",359
6037621102,"Los Angeles County, Census Tract 6211.02",2,"3,049","3,051",66
6037621104,"Los Angeles County, Census Tract 6211.04",26,"6,786","6,812",382
6037621201,"Los Angeles County, Census Tract 6212.01",14,"8,259","8,273",169
6037621204,"Los Angeles County, Census Tract 6212.04",5,"3,110","3,115",161
6037621301,"Los Angeles County, Census Tract 6213.01",12,"7,291","7,303",164
6037621324,"Los Angeles County, Census Tract 6213.24",9,"3,849","3,858",233
6037621326,"Los Angeles County, Census Tract 6213.26",18,"3,348","3,366",535
6037621400,"Los Angeles County, Census Tract 6214",38,"4,845","4,883",778
6037650001,"Los Angeles County, Census Tract 6500.01",13,"5,825","5,838",223
6037650003,"Los Angeles County, Census Tract 6500.03",7,"3,237","3,244",216
6037650004,"Los Angeles County, Census Tract 6500.04",8,"4,262","4,270",187
6037650101,"Los Angeles County, Census Tract 6501.01",9,"5,771","5,780",156
6037650102,"Los Angeles County, Census Tract 6501.02",2,"2,185","2,187",91
6037650200,"Los Angeles County, Census Tract 6502",13,"5,831","5,844",222
6037650300,"Los Angeles County, Census Tract 6503",17,"6,898","6,915",246
6037650401,"Los Angeles County, Census Tract 6504.01",19,"4,450","4,469",425
6037650501,"Los Angeles County, Census Tract 6505.01",8,"3,024","3,032",264
6037650502,"Los Angeles County, Census Tract 6505.02",4,"4,260","4,264",94
6037650603,"Los Angeles County, Census Tract 6506.03",9,"3,904","3,913",230
6037650604,"Los Angeles County, Census Tract 6506.04",11,"5,647","5,658",194
6037650605,"Los Angeles County, Census Tract 6506.05",3,"2,908","2,911",103
6037650606,"Los Angeles County, Census Tract 6506.06",6,"4,502","4,508",133
6037650607,"Los Angeles County, Census Tract 6506.07",2,"2,910","2,912",69
6037650701,"Los Angeles County, Census Tract 6507.01",7,"2,626","2,633",266
6037650702,"Los Angeles County, Census Tract 6507.02",11,"4,521","4,532",243
6037650801,"Los Angeles County, Census Tract 6508.01",9,"4,126","4,135",218
6037650802,"Los Angeles County, Census Tract 6508.02",4,"3,483","3,487",115
6037650901,"Los Angeles County, Census Tract 6509.01",23,"5,976","5,999",383
6037650903,"Los Angeles County, Census Tract 6509.03",13,"4,499","4,512",288
6037650904,"Los Angeles County, Census Tract 6509.04",16,"2,673","2,689",595
6037651001,"Los Angeles County, Census Tract 6510.01",10,"5,776","5,786",173
6037651002,"Los Angeles County, Census Tract 6510.02",13,"4,741","4,754",273
6037651101,"Los Angeles County, Census Tract 6511.01",6,"5,050","5,056",119
6037651102,"Los Angeles County, Census Tract 6511.02",8,"3,750","3,758",213
6037651201,"Los Angeles County, Census Tract 6512.01",10,"4,876","4,886",205
6037651221,"Los Angeles County, Census Tract 6512.21",8,"3,412","3,420",234
6037651222,"Los Angeles County, Census Tract 6512.22",14,"6,123","6,137",228
6037651302,"Los Angeles County, Census Tract 6513.02",13,"6,234","6,247",208
6037651304,"Los Angeles County, Census Tract 6513.04",4,"4,987","4,991",80
6037651401,"Los Angeles County, Census Tract 6514.01",6,"2,585","2,591",232
6037651402,"Los Angeles County, Census Tract 6514.02",12,"6,012","6,024",199
6037670001,"Los Angeles County, Census Tract 6700.01",12,"3,417","3,429",350
6037670002,"Los Angeles County, Census Tract 6700.02",9,"3,906","3,915",230
6037670003,"Los Angeles County, Census Tract 6700.03",17,"6,163","6,180",275
6037670101,"Los Angeles County, Census Tract 6701.01",13,"3,394","3,407",382
6037670102,"Los Angeles County, Census Tract 6701.02",10,"4,041","4,051",247
6037670201,"Los Angeles County, Census Tract 6702.01",11,"4,050","4,061",271
6037670202,"Los Angeles County, Census Tract 6702.02",5,"2,626","2,631",190
6037670324,"Los Angeles County, Census Tract 6703.24",13,"5,160","5,173",251
6037670326,"Los Angeles County, Census Tract 6703.26",6,"3,702","3,708",162
6037670328,"Los Angeles County, Census Tract 6703.28",7,"4,485","4,492",156
6037670405,"Los Angeles County, Census Tract 6704.05",2,"2,957","2,959",68
6037670406,"Los Angeles County, Census Tract 6704.06",4,"1,857","1,861",215
6037670407,"Los Angeles County, Census Tract 6704.07",6,"5,913","5,919",101
6037670413,"Los Angeles County, Census Tract 6704.13",8,"4,825","4,833",166
6037670416,"Los Angeles County, Census Tract 6704.16",9,"4,074","4,083",220
6037670417,"Los Angeles County, Census Tract 6704.17",6,"2,866","2,872",209
6037670418,"Los Angeles County, Census Tract 6704.18",6,"4,207","4,213",142
6037670500,"Los Angeles County, Census Tract 6705",3,"1,739","1,742",172
6037670603,"Los Angeles County, Census Tract 6706.03",3,"1,872","1,875",160
6037670604,"Los Angeles County, Census Tract 6706.04",10,"5,356","5,366",186
6037670701,"Los Angeles County, Census Tract 6707.01",14,"6,524","6,538",214
6037670702,"Los Angeles County, Census Tract 6707.02",10,"5,555","5,565",180
6037700101,"Los Angeles County, Census Tract 7001.01",12,"5,785","5,797",207
6037700102,"Los Angeles County, Census Tract 7001.02",12,"4,448","4,460",269
6037700200,"Los Angeles County, Census Tract 7002",10,"6,602","6,612",151
6037700300,"Los Angeles County, Census Tract 7003",15,"5,754","5,769",260
6037700400,"Los Angeles County, Census Tract 7004",11,"5,140","5,151",214
6037700501,"Los Angeles County, Census Tract 7005.01",5,"3,586","3,591",139
6037700502,"Los Angeles County, Census Tract 7005.02",7,"4,442","4,449",157
6037700600,"Los Angeles County, Census Tract 7006",7,"5,032","5,039",139
6037700700,"Los Angeles County, Census Tract 7007",10,"3,111","3,121",320
6037700801,"Los Angeles County, Census Tract 7008.01",8,"4,941","4,949",162
6037700802,"Los Angeles County, Census Tract 7008.02",9,"3,892","3,901",231
