Census Tract,PM2.5 Score,PM2.5 Weight,Pollution Burden Score,PB Weight,Education Score,Edu Weight,Poverty Score,Pov Weight,Unemployment Score,Unemp Weight,Housing Burden Score,HB Weight,Ling Iso Score,LI Weight,Incarceration Score,Incar Weight,Avg. Energy Burden (% income),Energy Burden Score,EB Weight,Cumulative Weighted Score (Ignore NaNs)
6037101110,5.755965406,5,4.27,5,5.580558056,8,5.771966737,16.5,6.998,16.5,9.388694347,16.5,6.686,8,5.67239636,8,3,2.857142857,16.5,6.064022274
6037101122,5.517349172,,3.76,,2.642264226,,1.734295161,,4.986,,3.744872436,,2.726,,4.418604651,,2,1.428571429,,3.209283908
6037101210,5.789309159,,4.24,,5.792579258,,8.636409177,,4.699,,9.263631816,,8.751,,N/A,,2,1.428571429,,0
6037101220,5.715327707,,4.61,,6.465646565,,7.27983168,,8.675,,9.524762381,,9.058,,1.941354904,,3,2.857142857,,6.589028094
6037101221,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,1.243680485,,,N/A,,0
6037101222,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,3.640040445,,,N/A,,0
6037101300,5.453787642,,5.45,,4.266426643,,2.692115019,,3.502,,5.683841921,,6.33,,0.6268958544,,2,1.428571429,,3.638632363
6037101400,5.572574763,,5.69,,3.813381338,,4.86424206,,5.836,,5.309654827,,6.998,,6.19817998,,2,1.428571429,,4.801240916
6037102103,5.747629468,,6.28,,2.222222222,,0.9478008216,,7.897,,5.460730365,,5.052,,7.057633974,,2,1.428571429,,4.344056901
6037102104,5.999791602,,7.7,,4.266426643,,5.112714157,,8.583,,6.150075038,,7.226,,2.98281092,,2,1.428571429,,5.353278088
6037102105,6.236323851,,8.59,,6.520652065,,7.029355776,,5.502,,9.914957479,,N/A,,7.724974722,,3,2.857142857,,0
6037102107,5.568406794,,6.78,,4.307430743,,5.031559964,,5.619,,7.339669835,,0.849,,1.274014156,,2,1.428571429,,4.335958134
6037103101,5.700739815,,4.51,,5.147514751,,3.480613165,,3.358,,7.155577789,,5.822,,5.358948433,,2,1.428571429,,4.361569839
6037103102,5.692403876,,4.51,,6.301630163,,4.044684901,,5.126,,3.421710855,,9.016,,3.417593529,,2,1.428571429,,4.322397675
6037103200,5.631968323,,6.09,,4.97749775,,4.766055505,,3.921,,5.35967984,,4.6,,N/A,,3,2.857142857,,0
6037103201,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,4.823053589,,,N/A,,0
6037103202,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,4.88372093,,,N/A,,0
6037103300,5.582994686,,5.4,,1.03110311,,0.9107303877,,3.227,,2.968484242,,0.281,,4.550050556,,2,1.428571429,,2.426361727
6037103400,5.578826717,,5.32,,4.751475148,,3.193066827,,4.309,,5.683841921,,2.804,,N/A,,2,1.428571429,,0
6037103401,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,2.628918099,,,N/A,,0
6037103402,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,0.7381193124,,,N/A,,0
6037104103,5.703865791,,6.26,,7.545754575,,4.835186855,,0.02,,7.215607804,,N/A,,6.693629929,,3,2.857142857,,0
6037104105,5.563196832,,5.53,,8.726872687,,7.327923054,,6.563,,7.685842921,,7.69,,7.967644085,,2,1.428571429,,6.301301855
6037104108,5.636136293,,6.24,,8.940894089,,8.46808937,,6.748,,5.970985493,,6.745,,7.654196158,,3,2.857142857,,6.428309958
6037104124,5.373554236,,5.29,,6.203620362,,4.023644925,,4.435,,3.317658829,,8.311,,4.438827098,,3,2.857142857,,4.4639722
6037104201,5.59862457,,7.15,,9.217921792,,8.38493137,,4.699,,9.630815408,,6.922,,9.120323559,,4,4.285714286,,7.113326932
6037104203,5.602792539,,6.03,,9.336933693,,8.038272718,,4.578,,8.824412206,,8.929,,6.49140546,,3,2.857142857,,6.571368343
6037104204,5.398562051,,6.6,,8.929892989,,8.025247971,,6.24,,8.415207604,,7.276,,6.380182002,,3,2.857142857,,6.620517843
6037104310,5.649682192,,8.25,,9.395939594,,7.062418595,,3.771,,8.787393697,,8.264,,8.149646107,,4,4.285714286,,6.704327851
6037104320,5.602792539,,7.76,,9.441944194,,5.73690011,,0.321,,8.697348674,,9.034,,N/A,,3,2.857142857,,0
6037104321,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,7.28008089,,,N/A,,0
6037104322,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,8.88776542,,,N/A,,0
6037104401,5.741377514,,7.97,,9.348934893,,7.452159102,,5.619,,8.956478239,,9.16,,7.633973711,,3,2.857142857,,6.882990297
6037104403,5.967489841,,7.31,,8.686868687,,6.240857629,,6.342,,8.908454227,,7.959,,6.632962588,,4,4.285714286,,6.779390308
6037104404,5.778889236,,7.09,,9.553955396,,7.795812043,,6.661,,9.202601301,,8.883,,9.140546006,,3,2.857142857,,7.224876347
6037104500,5.89455038,,6.94,,9.582958296,,7.910029055,,2.111,,8.24012006,,9.049,,4.29726997,,4,4.285714286,,6.196298241
6037104610,5.89455038,,6.7,,9.641964196,,8.72858431,,0.972,,8.969484742,,7.82,,6.22851365,,4,4.285714286,,6.312669998
6037104620,5.89455038,,6.4,,9.686968697,,7.795812043,,4.309,,8.013006503,,4.909,,4.863498483,,3,2.857142857,,5.962353525
6037104701,5.759091383,,6.81,,9.934993499,,9.908826771,,8.84,,9.695847924,,9.122,,8.09908999,,5,5.714285714,,8.437169716
6037104703,5.684067938,,8.64,,9.646964696,,9.391844505,,N/A,,9.552776388,,8.471,,9.130434783,,4,4.285714286,,0
6037104704,5.850786704,,7.29,,7.679767977,,9.213505661,,3.358,,6.724362181,,7.088,,5.187057634,,3,2.857142857,,5.908672149
6037104810,6.000833594,,8.21,,9.844984498,,7.401062018,,6.84,,6.649324662,,7.917,,N/A,,3,2.857142857,,0
6037104821,5.972699802,,7.68,,8.788878888,,6.625588618,,5.938,,5.783891946,,6.154,,4.196157735,,3,2.857142857,,5.712520784
6037104822,5.852870689,,8.23,,9.811981198,,8.031259393,,5.502,,9.263631816,,8.923,,2.98281092,,3,2.857142857,,6.674482525
6037104823,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,5.298281092,,,N/A,,0
6037104824,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,8.695652174,,,N/A,,0
6037106010,5.327706575,,4.56,,5.792579258,,3.142971646,,1.318,,8.349174587,,4.708,,2.537917088,,3,2.857142857,,4.122567736
6037106020,5.284984891,,4.82,,7.532753275,,5.430317603,,5.619,,6.852426213,,5.052,,3.316481294,,3,2.857142857,,5.202564311
6037106111,5.33916849,,3.66,,5.792579258,,3.267207695,,0.557,,4.969484742,,1.811,,0.9605662285,,3,2.857142857,,3.057477887
6037106112,5.391268105,,6.47,,6.248624862,,4.304177938,,0.358,,7.051525763,,3.861,,3.043478261,,3,2.857142857,,4.049501337
6037106113,5.37563822,,5.88,,7.342734273,,4.280132251,,4.184,,3.366683342,,4.044,,6.511627907,,2,1.428571429,,4.182449744
6037106114,5.476711472,,6.24,,8.821882188,,8.049293658,,5.252,,6.605302651,,8.019,,6.107178969,,3,2.857142857,,6.177697429
6037106403,5.437115765,,4.81,,9.671967197,,6.991283439,,2.686,,7.904952476,,3.13,,4.459049545,,4,4.285714286,,5.501448911
6037106405,5.307908721,,5.61,,8.809880988,,7.452159102,,4.986,,7.339669835,,7.763,,6.794742164,,3,2.857142857,,6.150075634
6037106406,5.287068876,,5.66,,7.759775978,,4.266105601,,0.63,,3.267633817,,5.741,,3.47826087,,3,2.857142857,,3.724121967
6037106407,5.437115765,,5.14,,9.171917192,,9.693417493,,8.675,,9.75887944,,6.947,,0.6673407482,,2,1.428571429,,6.748474703
6037106408,5.345420444,,5.12,,7.417741774,,7.483218114,,1.318,,7.533766883,,7.373,,3.781597573,,2,1.428571429,,4.94004498
6037106510,5.221423361,,6.79,,6.631663166,,4.992485723,,0.489,,5.510755378,,5.201,,4.88372093,,3,2.857142857,,4.223030249
6037106520,5.380848182,,7.18,,8.532853285,,6.121631099,,0.714,,8.445222611,,7.553,,6.632962588,,3,2.857142857,,5.438317113
6037106603,5.098468271,,5.57,,3.389338934,,1.027953111,,2.111,,3.966983492,,3.331,,0.5460060667,,2,1.428571429,,2.522924839
6037106604,5.480879441,,7.77,,8.636863686,,7.442140066,,2.257,,9.189594797,,9.298,,6.137512639,,3,2.857142857,,6.176403902
6037106641,5.403772012,,3.9,,3.95339534,,2.458671476,,3.771,,4.500250125,,4.044,,4.843276036,,2,1.428571429,,3.498593661
6037106642,5.522559133,,5.39,,2.137213721,,1.357579401,,4.309,,0.8454227114,,5.386,,2.699696663,,2,1.428571429,,2.673655422
6037106643,5.392310097,,5,,3.765376538,,0.1142170123,,7.253,,3.421710855,,1.987,,4.317492417,,2,1.428571429,,3.341092405
6037106645,5.677815984,,4.7,,3.136313631,,1.151187256,,7.09,,4.59929965,,4.09,,0.6673407482,,2,1.428571429,,3.504777775
6037106646,5.646556215,,5.93,,4.00740074,,2.624987476,,7.253,,4.087043522,,1.636,,4.499494439,,2,1.428571429,,3.930203825
6037106648,5.591330624,,6.63,,9.153915392,,7.039374812,,1.066,,7.809904952,,7.31,,7.512639029,,4,4.285714286,,5.862354903
6037106649,5.609044493,,6.73,,7.465746575,,5.059613265,,0.63,,8.656328164,,4.957,,0.3437815976,,3,2.857142857,,4.476783386
6037107010,5.358966344,,5.33,,8.929892989,,7.483218114,,8.363,,8.886443222,,7.167,,5.470171891,,4,4.285714286,,7.047845485
6037107020,5.467333542,,5.7,,8.231823182,,5.217914037,,0.714,,2.442221111,,7.9,,7.785642063,,3,2.857142857,,4.324924767
6037108101,5.479837449,,4.75,,4.229422942,,2.113014728,,4.184,,0.188094047,,4.212,,-0.1011122346,,2,1.428571429,,2.484473963
6037108102,5.354798374,,4.63,,3.294329433,,3.846307985,,6.342,,3.966983492,,7.167,,1.961577351,,2,1.428571429,,4.064409841
6037108103,5.396478066,,4.38,,2.506250625,,0.7073439535,,0.321,,0.6523261631,,5.857,,2.881698686,,2,1.428571429,,1.901444703
6037108104,5.263103053,,3.82,,2.02920292,,N/A,,0.869,,3.267633817,,N/A,,5.126390293,,2,1.428571429,,0
6037108201,5.332916536,,4.74,,1.578157816,,0.180342651,,2.375,,1.687843922,,4.329,,N/A,,2,1.428571429,,0
6037108202,5.184953631,,4.6,,2.930293029,,1.056006412,,4.699,,6.892446223,,9.058,,0.9605662285,,2,1.428571429,,3.847700393
6037108203,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,0.6268958544,,,N/A,,0
6037108204,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,0.9605662285,,,N/A,,0
6037109100,5.54860894,,6.51,,6.97869787,,4.883278229,,4.578,,7.928964482,,6.224,,5.419615774,,3,2.857142857,,5.433534157
6037109200,5.827862874,,6.3,,3.588358836,,0.8816751828,,1.584,,7.989994997,,2.64,,2.214357937,,2,1.428571429,,3.242710351
6037109300,5.899760342,,6.16,,3.765376538,,3.503656948,,8.039,,4.443221611,,6.369,,3.01314459,,2,1.428571429,,4.528173955
6037109400,5.812232989,,5.63,,7.04070407,,3.065825068,,2.257,,7.215607804,,5.251,,4.903943377,,3,2.857142857,,4.488033441
6037109500,5.687193915,,7.9,,9.432943294,,9.558160505,,6.661,,9.868934467,,9.092,,4.105156724,,5,5.714285714,,7.73716051
6037109601,5.872668542,,5.32,,6.503650365,,3.386434225,,7.474,,1.11955978,,5.937,,1.385237614,,3,2.857142857,,4.113832048
6037109603,6.498905908,,5.8,,7.093709371,,7.0083158,,7.538,,6.605302651,,5.595,,7.290192113,,3,2.857142857,,6.17470303
6037109604,6.049807231,,5.73,,4.623462346,,3.846307985,,7.253,,4.552276138,,4.388,,6.137512639,,3,2.857142857,,4.854848312
6037109700,6.016463478,,5.84,,3.690369037,,3.409478008,,6.84,,1.934967484,,2.477,,6.531850354,,2,1.428571429,,3.854908517
6037109800,6.362404918,,5.52,,5.553555356,,5.076645627,,4.986,,2.490245123,,4.957,,0.7684529828,,2,1.428571429,,3.803382172
6037111100,5.934146087,,5.67,,6.091609161,,3.5457369,,5.836,,5.645822911,,4.708,,2.386248736,,3,2.857142857,,4.586051876
6037111201,5.718453683,,6.33,,4.751475148,,1.945696824,,4.699,,5.683841921,,5.251,,7.856420627,,2,1.428571429,,4.301057525
6037111202,5.985203709,,5.37,,4.081408141,,2.257288849,,5.938,,5.460730365,,1.564,,3.417593529,,3,2.857142857,,4.017472061
6037111204,5.914348234,,5.11,,2.808280828,,0.7384029656,,3.644,,0.6273136568,,3.697,,2.98281092,,2,1.428571429,,2.37258228
6037111205,6.646868813,,5.51,,1.417141714,,3.458571285,,5.619,,6.770385193,,4.768,,0.04044489383,,2,1.428571429,,3.956517474
6037111206,5.838282797,,6.44,,2.642264226,,0.6311992786,,1.711,,3.966983492,,4.388,,2.002022245,,2,1.428571429,,2.6132265
6037111301,6.36344691,,5.61,,5.173517352,,6.277928063,,0.489,,7.339669835,,7.276,,N/A,,2,1.428571429,,0
6037111302,7.058455767,,5.53,,3.087308731,,5.202885482,,6.24,,7.904952476,,5.685,,1.213346815,,2,1.428571429,,4.856382781
6037111303,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,3.346814965,,,N/A,,0
6037111304,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,6.713852376,,,N/A,,0
6037111400,6.37699281,,4.96,,6.286628663,,6.200781485,,0.972,,6.28114057,,6.998,,N/A,,2,1.428571429,,0
6037111401,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,2.861476239,,,N/A,,0
6037111402,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,3.174924166,,,N/A,,0
6037113101,5.299572783,,5.71,,3.136313631,,4.304177938,,3.771,,2.968484242,,2.058,,0.4044489383,,2,1.428571429,,3.05629819
6037113102,5.515265187,,5.45,,1.881188119,,1.268409979,,5.502,,3.016508254,,1.726,,2.537917088,,2,1.428571429,,2.89042747
6037113211,5.02969678,,5.59,,1.97519752,,3.386434225,,2.82,,4.024012006,,2.477,,2.507583418,,2,1.428571429,,3.011505228
6037113212,5.226633323,,4.64,,4.465446545,,2.529806633,,3.358,,3.421710855,,3.861,,3.579373104,,2,1.428571429,,3.217581909
6037113213,5.257893092,,4.96,,2.845284528,,2.303376415,,0.714,,4.183091546,,4.819,,0.8190091001,,2,1.428571429,,2.613349644
6037113231,4.919245598,,4.75,,2.550255026,,2.065925258,,6.563,,7.596798399,,3.766,,5.166835187,,2,1.428571429,,4.315068186
6037113232,5.371470251,,6.31,,3.087308731,,2.023845306,,0.321,,0.4462231116,,4.957,,3.983822042,,2,1.428571429,,2.242564549
6037113233,5.624674377,,6.9,,5.911591159,,7.716661657,,5.619,,9.586793397,,8.356,,N/A,,2,1.428571429,,0
6037113234,5.78514119,,6.2,,7.251725173,,6.662659052,,0.714,,5.735867934,,8.721,,4.580384226,,2,1.428571429,,4.64278705
6037113235,4.69730124,,4.29,,2.506250625,,3.599839695,,3.921,,5.35967984,,N/A,,2.173913043,,3,2.857142857,,0
6037113237,5.167239762,,5.85,,2.366236624,,4.543632903,,7.167,,7.339669835,,3.069,,5.187057634,,2,1.428571429,,4.779659766
6037113238,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,4.084934277,,,N/A,,0
6037113239,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,1.304347826,,,N/A,,0
6037113301,7.603417735,,5.97,,4.185418542,,3.846307985,,7.167,,8.642321161,,6.922,,2.13346815,,2,1.428571429,,5.216834917
6037113303,6.01750547,,7.24,,4.00740074,,2.804328224,,5.252,,1.581790895,,1.891,,4.175935288,,2,1.428571429,,3.294826096
6037113321,5.443367719,,5.77,,3.438343834,,4.766055505,,9.112,,7.296648324,,4.6,,N/A,,2,1.428571429,,0
6037113322,5.84870272,,5.56,,4.081408141,,1.75633704,,0.714,,2.613306653,,1.811,,1.041456016,,2,1.428571429,,2.199659764
6037113323,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,4.024266936,,,N/A,,0
6037113324,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,2.699696663,,,N/A,,0
6037113401,8.696467646,,7.51,,5.599559956,,3.929465985,,1.187,,2.442221111,,6.562,,N/A,,2,1.428571429,,0
6037113421,6.209232052,,7.2,,6.203620362,,6.444244064,,4.826,,8.67833917,,8.553,,N/A,,2,1.428571429,,0
6037113422,6.921954778,,6.23,,5.850585059,,5.872157098,,4.309,,6.123061531,,6.866,,N/A,,2,1.428571429,,0
6037113423,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,5.571284125,,,N/A,,0
6037113424,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,3.498483316,,,N/A,,0
6037113425,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,1.739130435,,,N/A,,0
6037113426,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,4.438827098,,,N/A,,0
6037113427,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,7.613751264,,,N/A,,0
6037113428,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,1.90091001,,,N/A,,0
6037115101,8.58914244,,6.19,,2.366236624,,0.3997595431,,1.711,,2.820410205,,4.281,,2.527805865,,2,1.428571429,,2.522317815
6037115103,7.42836303,,6.13,,N/A,,9.984971446,,9.958,,N/A,,N/A,,1.162790698,,3,2.857142857,,0
6037115104,8.592268417,,6.25,,4.709470947,,6.535417293,,6.84,,8.865432716,,6.598,,3.852376138,,2,1.428571429,,5.860355725
6037115201,7.550276128,,5.86,,4.160416042,,6.295962328,,2.375,,6.852426213,,5.56,,N/A,,2,1.428571429,,0
6037115202,9.155986246,,7.19,,3.656365637,,4.629796614,,0.321,,8.724362181,,3.861,,2.446916077,,2,1.428571429,,4.106557336
6037115203,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,0.3235591507,,,N/A,,0
6037115204,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,0.2022244692,,,N/A,,0
6037115301,7.683651141,,5.72,,3.656365637,,3.616872057,,3.502,,5.783891946,,5.289,,0.2022244692,,2,1.428571429,,3.766660112
6037115302,9.246639575,,6.41,,8.231823182,,8.270714357,,2.257,,9.39869935,,9.181,,4.903943377,,3,2.857142857,,6.327460137
6037115401,9.319579035,,7.49,,6.222622262,,6.184751027,,2.686,,6.989494747,,8.384,,4.317492417,,2,1.428571429,,5.207062965
6037115403,9.273731374,,7.12,,6.99269927,,8.038272718,,1.711,,9.415707854,,7.82,,7.876643074,,3,2.857142857,,6.268484322
6037115404,9.295613212,,6.93,,6.682668267,,4.849213506,,2.523,,8.549274637,,7.786,,5.419615774,,3,2.857142857,,5.500817499
6037117101,6.670834636,,5.85,,5.421542154,,3.58180543,,5.938,,6.770385193,,8.335,,4.054600607,,2,1.428571429,,4.974528891
6037117102,6.498905908,,5.34,,7.175717572,,6.05550546,,3.921,,7.596798399,,6.719,,2.98281092,,3,2.857142857,,5.313171283
6037117201,7.162654996,,6.29,,6.937693769,,7.401062018,,8.458,,7.566783392,,8.356,,5.126390293,,2,1.428571429,,6.407218253
6037117202,6.837553402,,5.79,,4.04640464,,1.087065424,,6.153,,3.578789395,,4.281,,0.7381193124,,3,2.857142857,,3.613159203
6037117301,7.261644264,,5.03,,4.623462346,,4.526600541,,7.167,,1.385692846,,2.64,,4.024266936,,3,2.857142857,,4.147112536
6037117302,7.853495884,,7.1,,4.858485849,,3.01673179,,6.057,,2.71835918,,2.058,,1.840242669,,2,1.428571429,,3.629622371
6037117303,9.056996978,,7.76,,5.553555356,,3.729085262,,3.644,,4.135067534,,4.281,,1.627906977,,2,1.428571429,,3.892406333
6037117404,8.733979369,,7.36,,5.052505251,,4.741007915,,5.126,,6.192096048,,5.386,,3.660262892,,3,2.857142857,,5.053781145
6037117405,7.619047619,,6.42,,9.851985199,,9.788598337,,3.088,,9.325662831,,8.847,,7.957532861,,2,1.428571429,,6.733561204
6037117407,7.619047619,,6.57,,9.868986899,,9.920849614,,7.09,,9.967983992,,9.557,,6.875631951,,3,2.857142857,,7.736518005
6037117408,8.243201,,7.45,,9.050905091,,9.730487927,,9.033,,9.886943472,,9.28,,7.583417594,,3,2.857142857,,8.056555617
6037117510,6.887569032,,6.28,,8.847884788,,9.672377517,,0.777,,9.903951976,,7.633,,4.135490394,,3,2.857142857,,6.137416404
6037117520,6.887569032,,6.34,,9.370937094,,9.843703036,,9.219,,9.657828914,,8.155,,5.096056623,,3,2.857142857,,7.681454292
6037117530,7.199124726,,6.53,,9.064906491,,8.522192165,,8.233,,8.183091546,,9.395,,5.460060667,,2,1.428571429,,6.950584707
6037119001,5.917474211,,8.19,,8.585858586,,3.929465985,,5.126,,6.724362181,,5.822,,6.349848332,,3,2.857142857,,5.441090483
6037119002,6.035219339,,8.22,,8.99889989,,4.510570083,,6.057,,6.008004002,,8.429,,N/A,,3,2.857142857,,0
6037119003,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,8.139534884,,,N/A,,0
6037119004,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,2.002022245,,,N/A,,0
6037119201,6.183182244,,5.75,,8.821882188,,6.158701533,,8.363,,5.133566783,,5.822,,4.711830131,,3,2.857142857,,5.859663941
6037119202,6.025841409,,6.97,,9.343934393,,6.79491033,,2.941,,6.553276638,,9.261,,4.337714863,,3,2.857142857,,5.644348432
6037119310,6.493695947,,4.96,,8.114811481,,8.146478309,,4.578,,8.131065533,,9.326,,7.330637007,,2,1.428571429,,6.231279696
6037119320,6.493695947,,5.82,,8.508850885,,7.483218114,,6.451,,9.11855928,,8.001,,3.367037412,,2,1.428571429,,6.245258417
6037119340,6.350943003,,5.73,,9.858985899,,9.863741108,,8.619,,9.946973487,,9.695,,8.250758342,,3,2.857142857,,7.990758169
6037119341,6.350943003,,5.89,,8.114811481,,7.66756838,,8.808,,5.35967984,,9.195,,4.984833165,,2,1.428571429,,6.234148964
6037119342,6.493695947,,5.76,,7.628762876,,7.754733995,,7.167,,9.04052026,,8.51,,7.512639029,,2,1.428571429,,6.694283188
6037119400,6.255079712,,6.02,,9.109910991,,6.200781485,,5.938,,7.258629315,,7.852,,2.295247725,,3,2.857142857,,5.826328036
6037119700,6.056059185,,6.85,,6.073607361,,4.701933674,,1.959,,7.509754877,,5.895,,3.235591507,,3,2.857142857,,4.671231051
6037119800,6.089402938,,6.66,,8.218821882,,3.971545937,,5.502,,6.852426213,,7.337,,N/A,,3,2.857142857,,0
6037119801,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,1.162790698,,,N/A,,0
6037119802,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,4.62082912,,,N/A,,0
6037119900,6.384286756,,6.45,,7.706770677,,5.48742611,,4.578,,6.553276638,,3.646,,4.681496461,,3,2.857142857,,5.137970234
6037120010,8.391163905,,7.75,,8.418841884,,7.952109007,,8.233,,8.656328164,,8.001,,4.903943377,,3,2.857142857,,7.083226721
6037120020,7.034489945,,7.52,,9.067906791,,9.347760745,,9.512,,9.524762381,,9.752,,4.934277048,,3,2.857142857,,7.782934092
6037120030,7.034489945,,7.48,,9.677967797,,9.550145276,,5.502,,9.744872436,,9.628,,8.048533873,,3,2.857142857,,7.477021125
6037120103,6.350943003,,5.86,,9.690969097,,9.916842,,9.633,,9.974987494,,9.835,,6.309403438,,3,2.857142857,,8.020402391
6037120104,6.556215484,,6.32,,7.264726473,,9.062218215,,5.126,,9.538769385,,8.208,,9.120323559,,3,2.857142857,,6.997636302
6037120105,6.421798479,,6.58,,8.809880988,,9.11632101,,6.913,,9.500750375,,9.414,,5.025278059,,3,2.857142857,,7.193912998
6037120106,7.199124726,,6.39,,9.094909491,,9.604248071,,8.919,,9.64082041,,9.455,,6.845298281,,3,2.857142857,,7.829572729
6037120107,7.199124726,,6.25,,9.641964196,,9.75353171,,9.24,,9.909954977,,9.84,,5.419615774,,3,2.857142857,,7.905086509
6037120108,6.887569032,,6,,9.241924192,,9.029155395,,8.039,,8.642321161,,9.633,,6.552072801,,3,2.857142857,,7.392195414
6037120300,6.551005523,,7.44,,6.825682568,,4.963430518,,5.252,,7.371685843,,7.978,,4.823053589,,3,2.857142857,,5.64299194
6037120400,6.282171512,,6.71,,6.743674367,,6.397154594,,9.033,,7.989994997,,7.978,,6.137512639,,3,2.857142857,,6.65409679
6037121010,5.987287694,,7.63,,7.294729473,,5.771966737,,4.578,,9.566783392,,5.857,,3.498483316,,3,2.857142857,,5.77057375
6037121020,6.063353131,,7.58,,7.706770677,,5.48742611,,8.101,,6.989494747,,8.883,,4.863498483,,3,2.857142857,,6.265214702
6037121101,6.040429301,,7.36,,7.927792779,,5.916240858,,4.578,,7.533766883,,6.154,,7.087967644,,3,2.857142857,,5.809652148
6037121102,5.822652912,,8.45,,8.092809281,,7.568379922,,3.502,,9.672836418,,1.811,,5.045500506,,3,2.857142857,,5.803636696
6037121210,5.752839429,,8.31,,9.336933693,,4.86424206,,3.771,,6.395197599,,7.743,,4.196157735,,3,2.857142857,,5.356680401
6037121221,5.960195895,,7.93,,8.199819982,,5.244965434,,7.972,,7.258629315,,4.768,,6.329625885,,3,2.857142857,,6.088207169
6037121222,5.920600188,,8.45,,9.465946595,,8.636409177,,4.986,,9.614807404,,4.708,,1.536905966,,3,2.857142857,,6.280967522
6037121600,6.063353131,,8.13,,5.97759776,,3.846307985,,3.358,,6.770385193,,7.192,,7.674418605,,2,1.428571429,,4.918727626
6037121801,6.045639262,,6.12,,8.00380038,,8.46808937,,6.661,,9.928964482,,8.789,,4.135490394,,4,4.285714286,,7.124266968
6037121802,5.909138272,,7.24,,7.893789379,,7.507263801,,6.84,,7.07953977,,6.562,,7.654196158,,3,2.857142857,,6.433106917
6037121900,5.962279879,,8.06,,9.127912791,,6.930167318,,6.563,,9.682841421,,8.574,,5.621840243,,3,2.857142857,,6.86248425
6037122000,6.068563093,,8.45,,7.679767977,,6.522392546,,8.169,,6.395197599,,5.336,,4.388270981,,2,1.428571429,,5.833252931
6037122120,6.052933208,,6.8,,8.831883188,,7.253782186,,7.253,,9.11855928,,6.224,,7.57330637,,3,2.857142857,,6.822591738
6037122121,6.052933208,,7.48,,8.659865987,,7.884981465,,6.057,,6.553276638,,8.384,,6.825075834,,3,2.857142857,,6.439308165
6037122122,5.942482026,,8.44,,9.765976598,,9.550145276,,5.252,,9.834917459,,8.69,,0.7077856421,,3,2.857142857,,6.788769003
6037122200,6.070647077,,8.71,,9.089908991,,7.594429416,,3.227,,8.24012006,,8.226,,3.852376138,,3,2.857142857,,6.049079399
6037122410,6.11753673,,7.54,,8.540854085,,9.155395251,,8.549,,9.895947974,,8.847,,4.782608696,,3,2.857142857,,7.481999063
6037122420,6.097738877,,7.67,,8.737873787,,7.580402765,,5.725,,9.325662831,,9.17,,7.492416582,,3,2.857142857,,6.925964568
6037123010,6.133166615,,7.46,,9.04690469,,9.145376215,,0.972,,9.915957979,,9.349,,5.510616785,,3,2.857142857,,6.369108762
6037123020,6.133166615,,7.33,,9.02290229,,7.54834185,,7.09,,9.740870435,,9.146,,4.236602629,,3,2.857142857,,6.959597323
6037123103,6.03105137,,7.37,,7.175717572,,7.442140066,,4.826,,9.415707854,,8.675,,5.945399393,,2,1.428571429,,6.227291118
6037123104,6.091486923,,6.13,,6.663666367,,7.777777778,,2.82,,9.04052026,,6.562,,3.963599596,,2,1.428571429,,5.462249085
