Census Tract,PM2.5 Score,PM2.5 Weight,Pollution Burden Score,PB Weight,Education Score,Edu Weight,Poverty Score,Pov Weight,Unemployment Score,Unemp Weight,Housing Burden Score,HB Weight,Ling Iso Score,LI Weight,Incarceration Score,Incar Weight,Avg. Energy Burden (% income),Energy Burden Score,EB Weight,Cumulative Weighted Score (Ignore NaNs)
6037406601,8.449515474,,4.96,,4.558455846,,3.880372708,,2.257,,3.874937469,,4.044,,3.518705763,,2,1.428571429,,3.527914167
6037406602,8.371366052,,5.51,,6.712671267,,4.992485723,,3.227,,4.443221611,,8.135,,3.943377149,,2,1.428571429,,4.522413172
6037406701,8.319266437,,6.01,,5.514551455,,5.262999699,,4.826,,4.183091546,,4.819,,4.388270981,,2,1.428571429,,4.484818458
6037406702,8.127539856,,6.74,,5.648564856,,4.543632903,,6.057,,5.925962981,,6.154,,5.631951466,,2,1.428571429,,5.100740905
6037406800,8.006668751,,7.12,,5.752575258,,2.458671476,,4.699,,2.442221111,,5.979,,N/A,,2,1.428571429,,0
6037406801,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,7.118301314,,,N/A,,0
6037406901,7.953527144,,7.25,,8.156815682,,5.186855025,,4.435,,6.054027014,,8.847,,N/A,,2,1.428571429,,0
6037406902,7.962905075,,6.24,,8.345834583,,5.872157098,,5.252,,5.133566783,,8.311,,N/A,,2,1.428571429,,0
6037406903,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,6.552072801,,,N/A,,0
6037407001,7.977492967,,8.71,,8.508850885,,6.038473099,,8.458,,4.28014007,,4.538,,5.166835187,,2,1.428571429,,5.625324993
6037407002,8.122329895,,8.94,,8.847884788,,6.228834786,,8.84,,4.552276138,,7.607,,8.665318504,,2,1.428571429,,6.335930346
6037407101,8.118161926,,7.3,,8.00380038,,6.121631099,,3.502,,7.339669835,,6.598,,8.39231547,,2,1.428571429,,5.645096304
6037407102,8.186933417,,7.73,,8.593859386,,5.015529506,,3.644,,3.317658829,,7.226,,7.937310415,,2,1.428571429,,4.908370616
6037407200,8.783994998,,7.65,,8.905890589,,6.326019437,,7.41,,7.402701351,,8.404,,N/A,,2,1.428571429,,0
6037407201,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,4.054600607,,,N/A,,0
6037407202,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,9.544994944,,,N/A,,0
6037407301,8.567260602,,6.09,,7.773777378,,4.379320709,,6.661,,2.865432716,,3.6,,5.793731041,,2,1.428571429,,4.636427305
6037407302,8.419297697,,6.33,,7.851785179,,5.755936279,,6.451,,2.265132566,,5.423,,6.855409505,,2,1.428571429,,4.971486105
6037407400,8.109825987,,5.43,,5.462546255,,5.706843002,,8.169,,4.969484742,,7.852,,1.577350859,,2,1.428571429,,5.213536432
6037407501,8.401583828,,6.14,,8.292829283,,6.739805631,,4.986,,6.516258129,,8.553,,4.236602629,,2,1.428571429,,5.65932855
6037407502,8.513077003,,5.03,,7.97379738,,5.99438934,,4.435,,4.899449725,,5.595,,5.389282103,,2,1.428571429,,4.95877294
6037407601,8.513077003,,6.45,,8.922892289,,7.31590021,,8.808,,6.324162081,,8.583,,7.906976744,,2,1.428571429,,6.720827937
6037407602,8.710013546,,6.69,,8.057805781,,7.150586114,,8.169,,5.820910455,,5.289,,3.852376138,,2,1.428571429,,5.86983145
6037407701,8.831926644,,7.17,,9.265926593,,8.146478309,,2.941,,8.046023012,,9.307,,8.837209302,,2,1.428571429,,6.385649207
6037407702,8.787120975,,8.13,,8.057805781,,5.771966737,,3.921,,3.267633817,,7.519,,7.906976744,,2,1.428571429,,5.098772028
6037407801,8.339064291,,6.84,,7.723772377,,3.616872057,,7.167,,6.054027014,,5.052,,5.500505561,,2,1.428571429,,5.235023082
6037407802,8.363030114,,6.56,,8.380838084,,4.092776275,,6.563,,0.6843421711,,7.852,,4.580384226,,2,1.428571429,,4.51804312
6037407900,8.764197145,,6,,7.058705871,,4.113816251,,8.498,,1.976988494,,7.088,,N/A,,1,0,,0
6037407901,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,4.903943377,,,N/A,,0
6037407902,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,3.094034378,,,N/A,,0
6037408003,8.779827029,,5.69,,5.387538754,,2.961627091,,6.24,,7.685842921,,7.553,,4.236602629,,2,1.428571429,,5.1198095
6037408004,8.738147338,,6.55,,4.884488449,,3.193066827,,5.502,,3.661830915,,5.151,,2.537917088,,2,1.428571429,,4.044882223
6037408005,8.248410962,,5.15,,4.681468147,,2.584911332,,3.088,,4.969484742,,7.714,,4.802831143,,1,0,,3.801779843
6037408006,7.93789726,,6.85,,4.434443444,,5.771966737,,8.039,,5.35967984,,8.019,,6.78463094,,2,1.428571429,,5.677311785
6037408133,8.657913931,,6.05,,5.485548555,,5.166816952,,8.919,,8.193096548,,7.786,,5.187057634,,2,1.428571429,,6.123819205
6037408134,8.665207877,,4.99,,3.389338934,,4.023644925,,N/A,,4.226113057,,4.144,,6.794742164,,2,1.428571429,,0
6037408135,8.822548713,,4.6,,2.642264226,,4.214006613,,4.435,,6.770385193,,8.119,,4.054600607,,2,1.428571429,,4.636310556
6037408136,8.986141503,,5.01,,6.166616662,,3.729085262,,4.309,,4.135067534,,7.445,,5.793731041,,2,1.428571429,,4.496519388
6037408137,8.942377826,,5.73,,3.728372837,,4.92235247,,8.549,,8.809404702,,5.741,,3.24570273,,2,1.428571429,,5.662864156
6037408138,8.657913931,,6.5,,8.871887189,,6.739805631,,4.578,,5.546773387,,7.139,,6.380182002,,2,1.428571429,,5.567551055
6037408139,8.843388559,,7.24,,9.224922492,,6.466285943,,5.836,,4.386193097,,6.519,,7.431749242,,2,1.428571429,,5.647536494
6037408140,8.918412004,,7.16,,8.898889889,,6.779881775,,8.919,,7.845922961,,6.772,,7.633973711,,2,1.428571429,,6.788916755
6037408141,8.950713765,,6.53,,8.840884088,,7.943091875,,6.153,,1.385692846,,8.454,,7.128412538,,2,1.428571429,,5.518108183
6037408202,8.700635615,,9.49,,7.251725173,,7.639515079,,6.998,,5.206603302,,7.251,,N/A,,2,1.428571429,,0
6037408211,8.855892466,,8.79,,5.752575258,,6.21881575,,5.126,,7.904952476,,9.825,,N/A,,2,1.428571429,,0
6037408212,9.001771387,,7.45,,5.792579258,,3.409478008,,6.24,,6.24012006,,9.529,,4.641051567,,2,1.428571429,,5.277097002
6037408213,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,5.793731041,,,N/A,,0
6037408301,8.36615609,,8.86,,8.775877588,,6.318004208,,8.363,,6.649324662,,9.016,,6.653185035,,2,1.428571429,,6.572131364
6037408302,8.071272273,,8.32,,7.604760476,,4.397354974,,1.959,,3.223611806,,6.154,,5.813953488,,2,1.428571429,,4.201789535
6037408303,8.348442222,,7.11,,5.697569757,,3.01673179,,9.112,,2.333166583,,6.414,,3.417593529,,2,1.428571429,,4.637182691
6037408401,8.717307492,,9.21,,6.920692069,,4.137861938,,3.771,,7.021510755,,7.633,,7.108190091,,2,1.428571429,,5.328541727
6037408402,7.913931437,,7.49,,5.287528753,,4.452459673,,7.167,,2.442221111,,8.417,,1.698685541,,2,1.428571429,,4.55834533
6037408501,8.746483276,,8.68,,7.307730773,,6.951207294,,6.661,,6.324162081,,8.525,,N/A,,2,1.428571429,,0
6037408503,7.481504637,,3.77,,3.813381338,,1.389640317,,3.921,,0.124062031,,6.922,,2.19413549,,1,0,,2.493662465
6037408504,7.850369907,,6.77,,5.514551455,,5.319106302,,6.661,,5.925962981,,8.835,,5.854398382,,2,1.428571429,,5.5375502
6037408505,7.657601334,,5.77,,4.942494249,,3.342350466,,4.06,,0.1690845423,,7.959,,0.7381193124,,2,1.428571429,,3.247550214
6037408623,8.525580911,,7.21,,5.485548555,,5.015529506,,2.686,,4.325162581,,9.07,,1.668351871,,2,1.428571429,,4.30480956
6037408624,8.226529124,,6.4,,4.229422942,,3.267207695,,2.257,,1.229614807,,9.38,,0.5055611729,,2,1.428571429,,3.210620184
6037408625,7.762842555,,5.17,,4.00740074,,3.729085262,,1.584,,4.703351676,,6.519,,0.6066734075,,2,1.428571429,,3.42571444
6037408626,8.35677816,,4.95,,4.623462346,,3.630898708,,3.502,,6.24012006,,9.679,,0.4044489383,,1,0,,4.048439907
6037408627,7.919141398,,3.29,,4.307430743,,2.772267308,,0.972,,2.912456228,,9.291,,4.337714863,,1,0,,3.093708102
6037408628,7.746170678,,4.59,,2.412241224,,4.510570083,,2.375,,6.913456728,,9.763,,1.274014156,,2,1.428571429,,4.205302674
6037408629,7.294988017,,4.24,,3.618361836,,2.511772367,,3.088,,5.174587294,,8.675,,1.739130435,,2,1.428571429,,3.712832412
6037408630,8.588100448,,8.34,,7.813781378,,5.148782687,,0.489,,7.215607804,,5.423,,N/A,,2,1.428571429,,0
6037408631,8.288006669,,8.01,,6.335633563,,4.452459673,,4.309,,6.649324662,,8.675,,4.337714863,,2,1.428571429,,5.141261909
6037408703,7.837866,,5.18,,3.728372837,,1.704238052,,4.06,,5.35967984,,8.702,,2.831142568,,1,0,,3.707260985
6037408704,8.694383662,,4.65,,6.803680368,,6.38513175,,3.358,,9.482741371,,9.915,,N/A,,2,1.428571429,,0
6037408705,8.871522351,,5.05,,4.465446545,,3.325318104,,6.913,,4.75937969,,9.69,,3.154701719,,2,1.428571429,,4.7912224
6037408706,8.542252787,,3.53,,2.96829683,,1.589019136,,7.474,,N/A,,8.883,,N/A,,1,0,,0
6037408707,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,1.718907988,,,N/A,,0
6037408722,8.378659998,,3.73,,4.919491949,,3.386434225,,6.057,,5.820910455,,8.69,,1.425682508,,2,1.428571429,,4.562578114
6037408723,8.463061373,,3.92,,6.855685569,,6.072537822,,6.451,,5.645822911,,9.553,,N/A,,2,1.428571429,,0
6037408724,8.463061373,,5.14,,6.663666367,,9.175433323,,8.169,,8.606303152,,9.903,,4.105156724,,2,1.428571429,,6.85148472
6037408725,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,3.660262892,,,N/A,,0
6037408800,9.316453058,,7.33,,7.480748075,,8.339845707,,8.946,,9.145572786,,8.067,,9.656218402,,2,1.428571429,,7.445538308
6037408900,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,4.084934277,,,N/A,,0
6037409000,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,7.431749242,,,N/A,,0
6037409100,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,4.004044489,,,N/A,,0
6037430002,6.296759404,,6.26,,5.313531353,,3.753130949,,7.253,,4.969484742,,6.816,,N/A,,1,0,,0
6037430003,5.927894134,,3.89,,2.137213721,,0.8816751828,,7.972,,0.4462231116,,3.394,,0.5358948433,,1,0,,2.51074661
6037430004,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,5.571284125,,,N/A,,0
6037430005,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,6.653185035,,,N/A,,0
6037430101,6.988642284,,7.48,,6.04560456,,6.326019437,,4.578,,6.605302651,,7.664,,1.334681496,,2,1.428571429,,5.051727429
6037430102,6.917786808,,6.27,,8.04680468,,5.186855025,,5.126,,5.460730365,,7.763,,7.724974722,,2,1.428571429,,5.380527568
6037430200,6.278003543,,5.76,,3.087308731,,2.403566777,,0.714,,2.059029515,,6.062,,5.925176946,,2,1.428571429,,2.897711705
6037430301,6.211316036,,4.94,,2.137213721,,0.5630698327,,2.375,,0.5432716358,,2.64,,1.385237614,,1,0,,1.624983251
6037430302,7.236636449,,5.2,,2.761276128,,3.161005911,,0.19,,4.087043522,,4.872,,4.489383215,,2,1.428571429,,3.054637012
6037430400,6.969886423,,6.08,,2.02920292,,1.876565474,,1.959,,0.9764882441,,8.553,,0.9201213347,,1,0,,2.366669125
6037430501,6.503073877,,4.08,,0.06200620062,,0.4228033263,,5.126,,1.157578789,,1.486,,2.659251769,,1,0,,1.972287381
6037430502,6.732312181,,4.35,,0.7400740074,,1.389640317,,7.41,,2.865432716,,2.726,,4.732052578,,1,0,,3.134702786
6037430600,6.871939148,,6.18,,2.720272027,,2.692115019,,5.389,,4.386193097,,7.337,,1.365015167,,1,0,,3.623485772
6037430701,6.780243826,,6.69,,1.367136714,,3.68700531,,1.584,,3.916958479,,7.167,,0.9100101112,,1,0,,2.945057963
6037430721,7.086589559,,6.67,,4.266426643,,2.772267308,,4.578,,1.013506753,,8.019,,4.135490394,,1,0,,3.381525561
6037430723,7.041783891,,4.85,,1.881188119,,4.092776275,,3.088,,5.258629315,,7.31,,0.5156723964,,1,0,,3.423639958
6037430724,6.863603209,,4.74,,4.160416042,,4.672878469,,7.341,,6.28114057,,8.384,,0.2022244692,,2,1.428571429,,4.854303829
6037430801,7.257476295,,6.65,,2.086208621,,4.200981866,,N/A,,8.956478239,,9.128,,0.5460060667,,1,0,,0
6037430802,7.139731166,,5.19,,4.434443444,,6.083558762,,1.439,,5.460730365,,7.41,,3.073811931,,1,0,,3.952189694
6037430803,7.389809315,,6.37,,2.589258926,,2.403566777,,2.82,,4.024012006,,8.067,,2.244691608,,1,0,,3.245917008
6037430901,7.263728248,,7.47,,4.804480448,,5.186855025,,6.84,,6.605302651,,6.017,,3.296258847,,2,1.428571429,,5.176125858
6037430902,7.336667709,,7.1,,4.434443444,,4.113816251,,6.998,,6.35917959,,5.56,,4.084934277,,1,0,,4.730897917
6037431001,7.638845473,,7.1,,4.651465147,,5.148782687,,6.748,,4.135067534,,3.983,,N/A,,2,1.428571429,,0
6037431002,7.190788788,,6.59,,2.589258926,,5.599639315,,8.169,,8.595297649,,4.09,,0.839231547,,2,1.428571429,,5.216282562
6037431003,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,3.124368049,,,N/A,,0
6037431004,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,4.418604651,,,N/A,,0
6037431100,7.319995832,,8.41,,5.762576258,,5.72287346,,5.938,,2.968484242,,6.224,,7.077856421,,2,1.428571429,,4.961212712
6037431200,7.453370845,,7.58,,7.863786379,,5.340146278,,6.748,,5.309654827,,6.922,,8.281092012,,2,1.428571429,,5.703370282
6037431300,7.633635511,,6.88,,3.216321632,,2.428614367,,3.644,,2.912456228,,4.09,,0.8190091001,,2,1.428571429,,3.093959168
6037431400,7.76075857,,7.28,,5.173517352,,5.319106302,,3.921,,5.35967984,,8.454,,5.227502528,,2,1.428571429,,4.905118518
6037431501,7.163696989,,5.61,,5.534553455,,6.88908927,,1.959,,5.683841921,,8.952,,5.460060667,,2,1.428571429,,4.867896911
6037431502,7.367927477,,7.26,,4.123412341,,6.259893798,,1.439,,6.989494747,,8.454,,3.094034378,,2,1.428571429,,4.644410507
6037431600,6.902156924,,4.53,,3.00330033,,1.543933474,,2.375,,4.386193097,,8.993,,0.6875631951,,1,0,,2.956662812
6037431700,7.063665729,,4.61,,4.829482948,,4.431419697,,0.869,,2.774387194,,9.553,,N/A,,1,0,,0
6037431701,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,1.001011122,,,N/A,,0
6037431800,6.906324893,,4.68,,5.147514751,,4.231038974,,4.578,,6.605302651,,9.291,,4.459049545,,1,0,,4.634487757
6037431900,6.753152027,,5.4,,4.590459046,,5.930267508,,2.686,,8.606303152,,8.417,,2.800808898,,2,1.428571429,,4.949757481
6037432000,6.975096384,,6.3,,5.752575258,,4.266105601,,0.091,,5.645822911,,8.51,,N/A,,2,1.428571429,,0
6037432001,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,3.24570273,,,N/A,,0
6037432002,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,2.71991911,,,N/A,,0
6037432101,7.194956757,,5.94,,5.815581558,,3.616872057,,4.184,,3.223611806,,7.9,,0.4448938322,,2,1.428571429,,3.844339992
6037432102,7.111597374,,7.53,,4.884488449,,3.065825068,,0.972,,4.75937969,,8.067,,1.092012133,,2,1.428571429,,3.542812986
6037432201,6.918828801,,7.54,,7.02270227,,6.148682497,,N/A,,5.206603302,,9.272,,4.03437816,,2,1.428571429,,0
6037432202,7.070959675,,8.48,,7.759775978,,6.695721872,,0.489,,7.113556778,,8.384,,3.124368049,,2,1.428571429,,4.913929769
6037432300,7.264770241,,8.22,,8.593859386,,6.711752329,,5.252,,5.35967984,,8.49,,3.073811931,,2,1.428571429,,5.480932811
6037432401,8.028550589,,6.85,,8.508850885,,7.737701633,,2.523,,8.697348674,,9.614,,3.609706775,,2,1.428571429,,5.846324729
6037432402,7.613837658,,8,,8.898889889,,7.884981465,,1.584,,8.937468734,,9.237,,5.308392315,,2,1.428571429,,5.929013028
6037432500,8.030634573,,7.81,,7.947794779,,6.259893798,,1.584,,6.48024012,,9.479,,N/A,,2,1.428571429,,0
6037432501,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,5.571284125,,,N/A,,0
6037432502,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,7.249747219,,,N/A,,0
6037432601,8.09732208,,7.25,,8.659865987,,6.318004208,,4.986,,7.477738869,,8.49,,5.510616785,,2,1.428571429,,5.914906619
6037432602,7.577367927,,7.37,,7.384738474,,6.79491033,,1.318,,7.756878439,,8.039,,0.8594539939,,2,1.428571429,,4.904253226
6037432700,7.508596436,,9.05,,9.103910391,,8.301773369,,8.84,,9.283641821,,8.835,,7.148634985,,2,1.428571429,,7.430841244
6037432801,7.322079817,,8.9,,9.299929993,,8.666466286,,1.711,,8.595297649,,9.961,,7.694641052,,2,1.428571429,,6.333770009
6037432802,7.322079817,,8.58,,9.323932393,,9.259593227,,9.646,,9.505752876,,9.755,,8.038422649,,2,1.428571429,,7.888078787
6037432901,7.390851308,,8.38,,7.706770677,,5.166816952,,1.584,,5.460730365,,9.237,,3.660262892,,2,1.428571429,,4.687484844
6037432902,7.507554444,,8.73,,7.522752275,,5.100691313,,5.252,,3.578789395,,7.714,,1.911021234,,1,0,,4.48239392
6037433101,7.559654059,,9.12,,9.200920092,,7.401062018,,7.605,,8.595297649,,9.774,,N/A,,2,1.428571429,,0
6037433102,7.852453892,,8.46,,9.694969497,,8.46808937,,N/A,,8.349174587,,9.679,,N/A,,2,1.428571429,,0
6037433103,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,5.207280081,,,N/A,,0
6037433200,7.832656038,,9.02,,9.529952995,,8.339845707,,7.833,,8.486243122,,8.962,,8.008088979,,2,1.428571429,,7.267100102
6037433302,8.46618735,,8.46,,9.787978798,,9.086263901,,0.091,,9.691845923,,9.563,,6.22851365,,2,1.428571429,,6.24178617
6037433304,8.236949047,,6.92,,9.222922292,,9.311692215,,5.389,,7.685842921,,9.846,,3.124368049,,2,1.428571429,,6.462803263
6037433305,8.338022299,,7.34,,9.171917192,,8.516180743,,2.82,,9.218609305,,9.735,,8.088978766,,2,1.428571429,,6.570827435
6037433306,7.926435344,,7.78,,8.672867287,,6.821961727,,2.686,,5.593796898,,9.414,,4.388270981,,2,1.428571429,,5.310837288
6037433307,7.926435344,,7.72,,8.717871787,,7.889990983,,3.227,,8.415207604,,9.237,,7.583417594,,2,1.428571429,,6.28391197
6037433401,7.888923622,,7.76,,9.800980098,,9.093277227,,5.836,,7.71985993,,9.272,,N/A,,2,1.428571429,,0
6037433402,7.905595499,,7.12,,9.265926593,,8.566275924,,7.605,,8.908454227,,9.578,,5.621840243,,2,1.428571429,,7.082410882
6037433403,7.905595499,,7.98,,9.525952595,,9.558160505,,6.998,,9.463731866,,9.641,,7.118301314,,2,1.428571429,,7.426096615
6037433501,7.896217568,,8.88,,9.739973997,,9.236549444,,9.309,,9.415707854,,9.614,,N/A,,2,1.428571429,,0
6037433503,8.140043764,,8.05,,9.784978498,,8.76164713,,5.389,,8.99949975,,9.563,,N/A,,2,1.428571429,,0
6037433504,7.670105241,,8.15,,9.594959496,,9.338743613,,4.986,,8.724362181,,9.641,,N/A,,3,2.857142857,,0
6037433505,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,8.048533873,,,N/A,,0
6037433506,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,7.856420627,,,N/A,,0
6037433601,7.67844118,,8.07,,8.255825583,,6.346057509,,5.389,,7.258629315,,8.971,,0.5257836198,,2,1.428571429,,5.577303407
6037433602,7.347087632,,7.95,,8.747874787,,8.684500551,,0.869,,8.886443222,,9.828,,2.770475228,,2,1.428571429,,5.750867391
6037433700,7.88788163,,9.67,,9.310931093,,7.795812043,,4.435,,4.849424712,,8.471,,N/A,,2,1.428571429,,0
6037433801,8.115035949,,8.72,,9.265926593,,8.431018936,,3.227,,4.443221611,,9.016,,N/A,,2,1.428571429,,0
6037433802,7.848285923,,9.34,,7.465746575,,4.992485723,,4.184,,4.899449725,,8.63,,N/A,,2,1.428571429,,0
6037433803,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,3.872598584,,,N/A,,0
6037433804,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,5.551061678,,,N/A,,0
6037433901,8.096280088,,7.66,,9.732973297,,9.442941589,,8.769,,9.732866433,,9.407,,4.196157735,,2,1.428571429,,7.501312096
6037433902,8.595394394,,8.06,,8.97289729,,5.816050496,,1.187,,8.526263132,,9.049,,N/A,,2,1.428571429,,0
6037433903,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,6.693629929,,,N/A,,0
6037434001,8.168177555,,7.85,,9.171917192,,8.38493137,,8.233,,5.593796898,,8.656,,5.611729019,,2,1.428571429,,6.576730025
6037434003,8.650619985,,7.85,,9.371937194,,8.830778479,,8.233,,9.596798399,,7.664,,5.338725986,,2,1.428571429,,7.249713524
6037434004,8.099406064,,8.81,,7.759775978,,7.996192766,,7.09,,7.215607804,,6.369,,8.533872599,,2,1.428571429,,6.573993569
6037434100,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,5.096056623,,,N/A,,0
6037460000,6.138376576,,5.19,,2.086208621,,0.9688407975,,5.252,,3.916958479,,4.6,,N/A,,1,0,,0
6037460001,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,2.841253792,,,N/A,,0
6037460002,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,0.4651162791,,,N/A,,0
6037460100,5.996665625,,4.81,,1.881188119,,0.180342651,,4.699,,2.153076538,,0.459,,N/A,,1,0,,0
6037460101,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,4.054600607,,,N/A,,0
6037460200,5.874752527,,4.26,,2.694269427,,0.4097785793,,4.986,,2.153076538,,0.281,,3.720930233,,2,1.428571429,,2.523708979
6037460301,5.746587475,,4.66,,3.04130413,,5.043582807,,6.661,,3.476738369,,0.008,,5.227502528,,1,0,,3.687391901
6037460302,5.954985933,,4.94,,5.752575258,,4.180943793,,6.913,,6.605302651,,5.11,,8.938321537,,2,1.428571429,,5.284910989
6037460401,5.491299364,,6.11,,6.579657966,,5.771966737,,3.644,,4.75937969,,5.822,,1.577350859,,2,1.428571429,,4.27303212
6037460501,5.584036678,,5.65,,1.255125513,,0.8365895201,,2.686,,1.229614807,,3.264,,0.1718907988,,1,0,,1.721096853
6037460502,5.76221736,,6.31,,0.09600960096,,0.1142170123,,4.435,,0.7993996998,,2.217,,0.3640040445,,1,0,,1.700293717
6037460600,5.571532771,,4.32,,0.08400840084,,0.9478008216,,0.63,,0.7643821911,,2.555,,N/A,,1,0,,0
6037460601,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,0.1820020222,,,N/A,,0
6037460700,5.693445869,,6.81,,0.5100510051,,0.4097785793,,0.423,,4.325162581,,2.058,,3.518705763,,1,0,,1.963173126
6037460800,5.697613838,,6.2,,0.5100510051,,0.6562468691,,0.869,,3.267633817,,3.766,,5.419615774,,1,0,,2.161359347
6037460900,5.969573825,,5.89,,6.503650365,,5.503456567,,3.088,,4.849424712,,5.776,,8.715874621,,2,1.428571429,,4.726080387
6037461000,5.867458581,,5.77,,5.97759776,,5.959322713,,6.998,,8.074037019,,4.819,,8.088978766,,2,1.428571429,,5.798607693
6037461100,5.873710535,,4.7,,5.931593159,,3.729085262,,2.686,,6.24012006,,5.11,,6.744186047,,2,1.428571429,,4.275371027
6037461200,6.229029905,,4.88,,2.883288329,,2.478709548,,2.941,,2.206103052,,1.726,,1.274014156,,1,0,,2.284374773
6037461300,6.160258414,,5.24,,5.052505251,,3.705039575,,4.826,,8.260130065,,6.66,,3.781597573,,2,1.428571429,,4.815798423
6037461400,6.015421486,,4.63,,5.147514751,,5.232942591,,0.321,,7.113556778,,6.441,,1.87057634,,2,1.428571429,,3.934850043
6037461501,5.829946858,,4.36,,3.95339534,,5.706843002,,7.897,,7.402701351,,3.861,,6.006066734,,2,1.428571429,,5.316928413
6037461502,5.915390226,,4.73,,7.294729473,,7.737701633,,1.711,,7.633816908,,6.304,,9.029322548,,2,1.428571429,,5.396843518
6037461600,5.984161717,,6.33,,7.823782378,,6.951207294,,1.439,,3.476738369,,5.336,,9.1809909,,2,1.428571429,,4.596730268
6037461700,5.710117745,,5.94,,1.367136714,,1.487826871,,7.669,,1.687843922,,2.377,,4.681496461,,1,0,,3.045927222
6037461901,5.772637282,,6.38,,7.509750975,,8.188558261,,6.342,,8.486243122,,8.429,,8.503538928,,2,1.428571429,,6.59650157
6037461902,5.694487861,,5.46,,3.087308731,,8.218615369,,6.153,,9.753876938,,6.562,,6.976744186,,1,0,,5.868514857
6037462001,5.860164635,,4.7,,9.395939594,,9.035166817,,3.088,,9.491745873,,8.613,,9.464105157,,2,1.428571429,,6.528026691
6037462002,5.860164635,,5.27,,9.241924192,,9.702434626,,2.111,,9.103551776,,8.656,,8.220424671,,2,1.428571429,,6.332993183
6037462100,5.88517245,,5.07,,6.553655366,,7.062418595,,2.686,,7.809904952,,8.119,,7.856420627,,2,1.428571429,,5.482922373
6037462201,5.716369699,,6.47,,5.485548555,,7.34896303,,3.088,,8.606303152,,8.835,,5.025278059,,1,0,,5.299123534
6037462202,5.566322809,,6.85,,1.621162116,,7.211702234,,6.451,,8.214107054,,7.226,,3.923154702,,1,0,,5.252115018
6037462301,5.596540586,,6.54,,6.393639364,,7.683598838,,7.09,,8.824412206,,5.458,,4.782608696,,2,1.428571429,,6.066952982
6037462302,5.596540586,,7.09,,2.506250625,,6.318004208,,3.771,,5.133566783,,5.895,,1.971688574,,1,0,,3.975886379
6037462400,5.83515682,,5.01,,3.04130413,,4.137861938,,3.227,,7.113556778,,5.56,,4.418604651,,1,0,,3.972789632
6037462500,6.227987913,,5.38,,4.266426643,,2.478709548,,2.111,,2.206103052,,7.871,,3.47826087,,2,1.428571429,,3.186677761
6037462600,5.928936126,,4.05,,3.170317032,,0.5179841699,,1.318,,2.333166583,,2.88,,2.113245703,,1,0,,1.839941699
6037462700,5.699697822,,5.84,,4.558455846,,4.766055505,,1.711,,6.444222111,,4.768,,5.652173913,,1,0,,3.907286079
6037462800,5.814316974,,6.14,,3.522352235,,2.890491935,,1.584,,7.596798399,,3.331,,5.470171891,,1,0,,3.575360684
6037462900,6.135250599,,7.7,,1.679167917,,1.179240557,,1.439,,0.8814407204,,4.436,,7.633973711,,1,0,,2.369141271
6037463000,6.419714494,,6.42,,1.367136714,,1.311491834,,6.24,,3.170585293,,6.266,,3.872598584,,1,0,,3.331587275
6037463101,6.594769199,,6.28,,4.558455846,,3.142971646,,0.869,,4.703351676,,6.623,,N/A,,1,0,,0
6037463102,6.164426383,,7.51,,5.147514751,,2.93357379,,0.869,,6.091045523,,7.031,,N/A,,2,1.428571429,,0
